,name,ranked,fw,fd,mw,md
458,더지존,8.0,,"439,250USD ",,"112,786USD "
459,주먹도끼,9.0,,"1,007,708USD ",,"1,605USD "
460,스마티지프,10.0,,"3,084,278USD ","234,663,000원", 
461,개나리송,11.0,,"274,382USD ",,"38,831USD "
462,클린플라워,12.0,,"3,084,278USD ",,0
463,카일라스댄서,1.0,,"725,296USD ",,"3,446USD "
464,슈퍼트릭,2.0,,"3,122,708USD ",,"31,605USD "
465,데블맨,3.0,,"7,712,841USD ",,"11,300,000JPY "
466,어울더울,4.0,,"1,037,810USD ",,"1,780USD "
467,마이티존,5.0,,"1,779,012USD ",,"35,670USD "
468,원게이트,6.0,,"1,779,012USD ",,"23,252USD "
469,웰빙스토리,7.0,,"480,001USD ","218,232,000원", 
470,스카이시티,8.0,,"621,498USD ","143,741,000원", 
471,슈퍼도끼,9.0,,"8,387,500USD ",,"52,156USD "
472,스마일메모리,10.0,,"1,606,000USD ",,0AUD 
473,더킹,1.0,,"158,713AUD ","202,949,000원", 
474,예상백승,2.0,,"396,254USD ","77,332,000원", 
475,스트롱샤인,3.0,,"360,010USD ",,0
476,러블리누트,4.0,,"1,732,000USD ","716,613,000원","1,780USD "
477,초원의찬가,5.0,,"1,610,604USD ","336,938,000원", 
478,소박한인생,6.0,,"568,629,000JPY ",,0
479,천리,7.0,,"568,086USD ",,"54,158USD "
480,손오공,8.0,,"907,470USD ","98,521,000원", 
481,대완마,1.0,,"51,475USD ",,"80,303USD "
482,원더풀플라이,2.0,,"254,672USD ","28,230,000원", 
483,가온포스,3.0,,"51,475USD ","408,630,000원", 
484,명품축제,4.0,,"172,705,000JPY ","420,130,000원", 
485,원더풀이블,5.0,,"254,672USD ",,"3,065,000JPY "
486,원더풀트루스,6.0,,"416,475,000JPY ","296,100,000원", 
487,업라이트,7.0,,"1,570,380USD ","123,912,000원", 
488,룰즈이천,8.0,,"3,084,278USD ","258,854,000원", 
489,킹엔아이,9.0,"1,861,967,000원", ,,"34,400USD "
490,라온제임스,10.0,,"416,475,000JPY ",, 
491,문학치프,1.0,,"1,634,200USD ",,"95,940USD "
492,샴로커,2.0,,"438,949USD ",,"7,200USD "
493,천마,3.0,,"698,574USD ",,"5,859USD "
494,금투사,4.0,,"163,133USD ","174,340,000원", 
495,큐피드파워,5.0,,"795,071USD ",,0
496,원더볼트,6.0,,"171,783USD ",,"216,349USD "
497,스트롱로드,7.0,,"548,595USD ",,"31,669USD "
498,테마등극,8.0,,"1,732,000USD ","232,483,000원", 
499,청담대로,9.0,,"638,822USD ",,"1,900USD "
500,태후의날개,1.0,,"278,406USD ",, 
501,브이칸,2.0,,"185,213USD ",,0
502,컴플리트스윕,3.0,,"274,382USD ","29,100,000원", 
503,역전의우승,4.0,,"583,280USD ",,"28,405USD "
504,서클댄서,5.0,,"835,142USD ","114,172,000원", 
505,짜릿,6.0,,"794,855USD ",,"61,839USD "
506,울트라펀치,7.0,,"742,640USD ",,420USD 
507,스피릿오브한센,8.0,,"1,810,805USD ",,"3,840USD "
508,스타캣,9.0,,"568,086USD ","330,540,000원", 
509,샤크런,10.0,,"3,728,170USD ",,0
510,켄터키연인,11.0,,"662,000USD ",,0
511,킬리의여왕,12.0,,"251,090USD ",,0
512,제마특급,1.0,,"172,705,000JPY ","183,810,000원", 
513,솔리드,2.0,,"1,503,825USD ","697,416,000원", 
514,지오바나,3.0,,"51,475USD ","9,426,000원", 
515,신부,4.0,,"339,984USD ",,0
516,블루밴드,5.0,,"1,503,825USD ",,0
517,컬러즈드라고,6.0,,"51,475USD ",,0
518,사이먼퀸,7.0,,"274,382USD ","226,930,000원", 
519,솔개바람,8.0,,"494,895,000JPY ","163,560,000원", 
520,함양상림,9.0,,"51,475USD ","147,579,000원", 
521,과천의별,10.0,,"568,629,000JPY ","55,652,000원", 
522,퀸스트리트,11.0,,"568,629,000JPY ","5,608,000원", 
523,파크데이,12.0,,"1,503,825USD ",,"54,248USD "
524,라온케빈,1.0,,"1,810,805USD ","109,032,000원", 
525,파티파워,2.0,,"51,814,000JPY ",,"8,278USD "
526,브라운로즈,3.0,,"1,810,805USD ","413,351,000원", 
527,드래곤보트,4.0,,"491,312USD ","58,220,000원", 
528,옥드림,5.0,,"804,090USD ","73,023,000원", 
529,글로리번,6.0,,"1,570,380USD ","137,120,000원", 
530,남쪽나라,7.0,,"494,895,000JPY ","188,186,000원", 
531,초원여전사,8.0,,"835,142USD ","180,313,000원", 
532,남원퀸,9.0,,"907,470USD ","116,218,000원",0
533,퀸포스원,1.0,,"3,084,278USD ","3,100,000원", 
534,세명기상,2.0,,"205,617USD ","127,460,000원", 
535,라오진,3.0,,"804,090USD ",, 
536,에이스트리플,4.0,,"339,984USD ","202,050,000원", 
537,투엠오케이,5.0,,"456,410USD ","118,483,000원", 
538,다이아펀치,6.0,,"568,086USD ",,"10,670USD "
539,윈트세븐,7.0,,"1,570,380USD ","87,390,000원", 
540,늘새아침,,"190,033,000원", ,,"2,060USD "
541,갤럭시피스,1.0,,"3,084,278USD ",,"17,980USD "
542,빅토리킹,2.0,,"2,580,402USD ",,"30,132CAD "
543,메이슨,3.0,,"7,712,841USD ","15,808,000원", 
544,천지폭풍,4.0,,"396,254USD ",,0AUD 
545,골드레벨,5.0,,"1,607,774USD ","174,538,000원", 
546,대용왕,6.0,,"1,083,533USD ","44,225,000원", 
547,제이엔리,7.0,"579,356,000원", ,,0
548,코리아대장부,8.0,,"172,705,000JPY ","183,340,000원", 
549,감동파티,9.0,,"695,299USD ",,0
550,지금이최강,10.0,"1,861,967,000원", ,,"7,200USD "
551,대군의창,1.0,,"239,229USD ",,"274,529USD "
552,대군의검,2.0,,"239,229USD ",,303USD 
553,말리지마,3.0,,"33,840USD ",,"152,325USD "
554,왕펀치,4.0,,"419,360USD ",,"105,607USD "
555,프리엠비전,5.0,,"439,250USD ",,200USD 
556,월드스타크,6.0,,"1,694,180USD ",,"19,119USD "
557,키팩터,7.0,,"1,046,381USD ",,0
558,애비보컬스,8.0,,"188,432USD ",,222EUR 
559,스타플래티넘,9.0,,"978,960USD ",,0
560,위즈레이니어,10.0,,"2,533,910USD ",,"24,110USD "
561,황금의발,11.0,,"44,016USD ",,"118,706USD "
562,웰니스케이,1.0,,"996,330USD ",,"23,950USD "
563,베스트군함,2.0,,"37,500USD ",,"230,820USD "
564,베스트채플,3.0,,"493,755USD ","64,602,000원", 
565,더스파이커,4.0,,"1,065,147USD ",,"5,625USD "
566,와일드파이트,5.0,,"1,154,000USD ",,"1,401USD "
567,애마비상,6.0,,0,, 
568,그린케이,7.0,,"493,755USD ",,0
569,마이시스터니나,8.0,,"301,500USD ",,"360,122USD "
570,황표마,9.0,,"439,250USD ",,"82,440USD "
571,동해클럽,10.0,,"172,705,000JPY ",,"16,528,000JPY "
572,리틀빅타이거,11.0,,"6,169,800USD ",,"13,510CAD "
573,제너럴로즈,1.0,,"493,755USD ","66,036,000원", 
574,성파장,2.0,,"695,299USD ","177,011,000원", 
575,컴플리트모션,3.0,,"51,475USD ","112,705,000원", 
576,선샤인마린,4.0,,"804,090USD ","170,290,000원", 
577,리쉬부르,5.0,,"725,296USD ",,"94,222USD "
578,파워프라이드,6.0,,"339,984USD ","30,795,000원", 
579,캠핑매니아,7.0,,"568,629,000JPY ","169,331,000원", 
580,파워캣,8.0,,"1,083,533USD ",,"91,126USD "
581,알데바란,9.0,,"493,755USD ","48,547,000원", 
582,사우스반,10.0,,"274,382USD ","305,585,000원", 
583,모두에게,11.0,,"493,755USD ","196,280,000원", 
584,스피드마운틴,12.0,,"1,810,805USD ",,"39,760USD "
585,글로벌천하,1.0,,"339,984USD ","174,214,000원", 
586,캐논슈터,2.0,,"922,180USD ",,"48,594USD "
587,머니지프,3.0,,"396,254USD ","234,663,000원", 
588,늘새찬,4.0,"817,614,000원", ,"67,044,000원", 
589,곤설,5.0,,"804,090USD ","112,610,000원", 
590,창성진주,6.0,,"3,545,062USD ",,0JPY 
591,송암준,7.0,,"107,515USD ","75,612,000원","7,700AUD "
592,가자가자,8.0,"579,356,000원", ,"101,758,000원", 
593,바람의미소,9.0,,"51,475USD ",,"25,200USD "
594,더조은내일,10.0,,"1,732,000USD ","485,085,000원", 
595,케이킹,1.0,,"804,090USD ","236,827,000원", 
596,채플에이스,2.0,,"493,755USD ",,"3,550NZD "
597,빅선더,3.0,,"114,300USD ","96,601,000원", 
598,문학의전사,4.0,,"1,606,000USD ",,"190,402USD "
599,리처드오브뉴스테,5.0,,"1,319,481USD ",,"43,404USD "
600,금아레이스,6.0,,"1,873,588USD ",,"500,000JPY "
601,로열훼이버,7.0,,"118,380USD ",,"4,929USD "
602,럭키미스,8.0,,"568,086USD ",,"44,207USD "
603,제주의바람,9.0,,"1,570,380USD ","47,730,000원", 
604,큐피드가이,,,"439,250USD ",,"78,614USD "
605,피닉스선,1.0,,"804,090USD ",,"29,660USD "
606,글로벌뉴스,2.0,,"1,810,805USD ",,0
607,야호스마트캣,3.0,,"568,086USD ","92,494,000원", 
608,매직텐,4.0,,"1,570,380USD ","254,730,000원", 
609,마차부차,5.0,,"804,090USD ",,0
610,가라가라가,6.0,,"1,503,825USD ",,0AUD 
611,초동레이스,7.0,,"456,410USD ","158,023,000원", 
612,박차오름,8.0,,"568,629,000JPY ",,"1,175GBP "
613,웃어라이천,9.0,,"3,294,901USD ","163,560,000원", 
614,베스트캠프,10.0,,"339,984USD ",,"41,280USD "
615,머니캠프,11.0,,"339,984USD ","82,258,000원", 
616,라온로키,,,"456,410USD ",,"16,960USD "
617,선라이팅,1.0,,"1,039,000USD ",,"72,499USD "
618,로드위너,2.0,,"1,694,180USD ",,0
619,모르피스,3.0,,"1,019,200USD ",,"134,571USD "
620,장산카우보이,4.0,,"1,037,810USD ",,"46,200USD "
621,싱그러운검,5.0,,"396,254USD ","306,736,000원", 
622,스카이베이,6.0,,"251,090USD ",,"1,410USD "
623,반야동행,7.0,,"1,083,533USD ",,"86,150USD "
624,소통시대,8.0,"200,839,000원", ,0원, 
625,영롱,9.0,,"51,475USD ",,0
626,삼정타핏,10.0,,"703,884USD ",,"1,200CAD "
627,위너스글로리,11.0,,"210,553USD ",,"62,397USD "
628,아르고브레인,12.0,,"996,330USD ",,0USD 
629,라온포티어스,1.0,,"831,800USD ",,0
630,어메이징삭스,2.0,,"44,016USD ",,"48,577USD "
631,올댓스피드,3.0,,"1,182,992USD ",,"1,680USD "
632,스톰라이커,4.0,,0,0원,0
633,엠제이파워,5.0,,"598,786USD ",,0
634,황홀한질주,6.0,,"1,030,266USD ",,0
635,미스터큐피드,7.0,,"85,800USD ",,"52,591USD "
636,캣츠미라클,8.0,,"1,694,180USD ",,"4,970USD "
637,아치아치,9.0,,"832,744USD ",,"22,228USD "
638,우승특기,10.0,,"725,700USD ",,"182,002USD "
639,프로함성,11.0,,"1,706,350USD ",,"47,741USD "
640,장비행운,,,"438,949USD ",,390USD 
641,라온패트릭,1.0,,"85,630,000JPY ",0원, 
642,인디펜던스,2.0,,"114,300USD ","121,650,000원", 
643,블랙윙윙,3.0,,"3,187,232USD ","112,610,000원", 
644,야호엠제이캣,4.0,,"493,755USD ","92,494,000원", 
645,천은짱,5.0,,"3,084,278USD ",,0
646,문학치타,6.0,,"578,302,000JPY ",,"47,220USD "
647,어스피스,7.0,,"249,760USD ","25,364,000원", 
648,윈블레이드,8.0,,"3,084,278USD ","46,605,000원", 
649,아즈위스톤,9.0,,"3,084,278USD ","23,940,000원", 
650,정문와이,10.0,,"163,133USD ",,"7,870,000JPY "
651,사이먼킹덤,11.0,,"274,382USD ","202,139,000원", 
652,골든스카이,12.0,,"396,254USD ",,"22,745USD "
653,딕시어게인,1.0,,"1,503,825USD ",,0
654,백색광채,2.0,"817,614,000원", ,"116,693,000원", 
655,메니스피드,3.0,,"1,732,000USD ",,"1,605USD "
656,레지나,4.0,,"695,299USD ","108,067,000원", 
657,원더풀마린,5.0,,"1,810,805USD ",,0
658,인그란퀸,6.0,,"3,545,062USD ",,"3,850,000JPY "
659,오피엠제이,7.0,,"51,475USD ",,"137,917USD "
660,서울명가,8.0,"1,861,967,000원", ,"45,240,000원", 
661,원더풀팡팡,9.0,,"493,755USD ","248,896,000원", 
662,경국지마,10.0,,"3,545,062USD ",,"25,000JPY "
663,오케이데이,1.0,,"915,075USD ",,"6,315USD "
664,윈드스카이,2.0,,"416,475,000JPY ","127,806,000원", 
665,거탑,3.0,,"371,623,500JPY ","174,206,000원", 
666,풍문으로,4.0,,"1,889,766USD ",,"32,476USD "
667,달순이,5.0,,"51,475USD ","109,680,000원", 
668,에드윈,6.0,,"254,672USD ",,0
669,광폭주행,7.0,,"315,015USD ","71,085,000원",0
670,리얼강자,8.0,,"85,630,000JPY ",,"11,300,000JPY "
671,매드모이라이,9.0,,"114,300USD ",0원, 
672,패스티스트,10.0,,"163,133USD ",,"106,365USD "
673,낭만스타,1.0,,"3,187,232USD ","210,254,000원", 
674,델타브라더,2.0,,"315,015USD ",,0
675,럭키봉화,3.0,,"315,015USD ","169,115,000원", 
676,퍼스티지,4.0,,"163,133USD ",,"170,595USD "
677,방탄마,5.0,"689,387,200원", ,"155,903,000원", 
678,레이즈미업,6.0,,"1,570,380USD ","44,398,500원", 
679,와니케이,7.0,,"315,015USD ",,0
680,백두의태양,8.0,,"1,570,380USD ","104,090,000원", 
681,하드프린세스,9.0,,"1,570,380USD ",,"898,000JPY "
682,아스테르,10.0,,"85,630,000JPY ","122,395,000원", 
683,맥파이,1.0,,"278,406USD ",,"47,584USD "
684,반지의함성,2.0,,"1,503,825USD ",,"5,140USD "
685,인디레이디,3.0,,"2,612,516USD ",,"129,424USD "
686,아레스선더,4.0,,"1,570,380USD ","134,698,000원", 
687,선더머니,5.0,,"114,300USD ","145,668,800원", 
688,흥깨비,6.0,,"491,312USD ",0원, 
689,실버디자인,7.0,,"1,810,805USD ",,"42,652USD "
690,한일매직,8.0,,"493,755USD ",,"6,570USD "
691,축복의열매,9.0,,"1,732,000USD ","167,070,000원", 
692,정문케이,10.0,,"315,015USD ","102,480,000원", 
693,창성일호,11.0,,"3,545,062USD ","106,239,000원", 
694,샛별이,12.0,,"133,833USD ","52,174,000원","9,525NZD "
695,매치퀸,1.0,,"1,083,533USD ",,"82,046USD "
696,요리조리,2.0,,"1,037,810USD ",,0
697,골드블루매직,3.0,,"710,480USD ",,"8,740AUD "
698,에모리삭스,4.0,,"405,730USD ",,612USD 
699,파이널에센스,5.0,,"1,227,875AUD ",, 
700,소울리마제스틱,6.0,,"239,229USD ",,"148,804USD "
701,달려라레오,7.0,,0AUD ,,0AUD 
702,영광의댄스,8.0,,"1,146,340USD ",,"152,760CAD "
703,금성여왕,9.0,,"194,608USD ",,"132,336USD "
704,스트롱큐피드,10.0,,"529,566USD ",,"13,491USD "
705,더불어숲,1.0,,"210,553USD ","150,992,000원", 
706,두만강,2.0,,"396,254USD ",,0
707,스트롱러너,3.0,,"416,475,000JPY ","39,730,000원", 
708,몬스터퀸,4.0,,"278,406USD ",,0
709,제주의흑선,5.0,,"568,086USD ","90,960,000원",0
710,강철시대,6.0,,"1,610,604USD ",,"21,527USD "
711,에이스캔트,7.0,,"516,977USD ",,"14,766USD "
712,사이먼리치,8.0,,"274,382USD ",,0
713,광야불기둥,9.0,,"3,084,278USD ",,"8,764USD "
714,슈마,10.0,,"51,475USD ","37,873,000원", 
715,승리나래,11.0,,"163,133USD ",,"25,310USD "
716,커버걸저스티스,1.0,,"1,353,125USD ",,0
717,최강고수,2.0,,"719,130USD ",,"23,330USD "
718,승리사랑,3.0,,"3,187,232USD ",,"232,267USD "
719,대군제패,4.0,,"224,684USD ",,"179,408USD "
720,그레이트조이,5.0,,"818,225USD ",,"27,850USD "
721,백산군주,6.0,,"804,090USD ","170,290,000원", 
722,블루마스타,7.0,,"1,046,381USD ",,"6,321USD "
723,삼육으뜸,8.0,,"2,746,060USD ",,0
724,잘루지,9.0,,"742,640USD ",,"109,920USD "
725,화이어드림,10.0,,"1,283,145USD ",,"8,008USD "
726,러브잇,11.0,,"459,300USD ",,"113,100USD "
727,와와여장부,12.0,,"315,015USD ",,0
728,실버울프,1.0,,"771,359USD ",,"68,700AUD "
729,마스크,2.0,,"416,475,000JPY ",,0
730,파노라마쇼,3.0,,"1,080,700USD ",,"119,806USD "
731,가온챔프,4.0,,"1,503,825USD ","408,630,000원", 
732,청담도끼,5.0,,"1,146,340USD ",,"8,740USD "
733,천지가,6.0,,"703,884USD ",,"2,845USD "
734,리드머니,7.0,,"396,254USD ",,"2,575USD "
735,파랑주의보,8.0,,"385,807USD ",,0
736,천지스톰,9.0,,"7,712,841USD ",,"50,350USD "
737,신의명령,10.0,,"1,810,805USD ",,0GBP 
738,슈퍼플루이드,11.0,,"4,368,214USD ",,"35,280USD "
739,위너레드,12.0,,"232,895USD ",,0
740,최강실러,13.0,,"2,088,853USD ",,"39,720USD "
741,케이엔블루,1.0,,"804,090USD ",,0
742,이겨주마,2.0,,"1,889,766USD ",,"24,815USD "
743,서울의별,3.0,,"568,629,000JPY ","217,833,000원", 
744,황금비상,4.0,,"10,501,800USD ",,"89,509USD "
745,알파칸,5.0,,"3,545,062USD ",,600AUD 
746,붕마드림,6.0,,"444,066USD ",,0
747,대박이다,7.0,,"1,721,297USD ",,"112,524USD "
748,아르고플라잉,8.0,,"51,475USD ",,"21,215USD "
749,로열파크,9.0,,"612,935USD ",,0
750,농본대로,10.0,"1,225,505,000원", ,"198,155,000원", 
751,좋은인연,11.0,,"568,086USD ","72,456,000원","42,845USD "
752,우리가본,12.0,,"114,825GBP ",,0
753,브릴리언트,1.0,,"339,984USD ","111,618,000원", 
754,머니대륙,2.0,,"568,629,000JPY ","213,750,000원", 
755,참빛,3.0,,"1,503,825USD ",,0AUD 
756,이스크라,4.0,,"568,629,000JPY ","16,946,000원", 
757,스위틀리휴머,5.0,,"456,410USD ",,"1,713USD "
758,볼드나이너,6.0,,"456,410USD ",,"31,515USD "
759,천강성,7.0,,"210,553USD ","269,786,000원", 
760,진격의천마,8.0,,"1,779,012USD ",,"1,470USD "
761,기븐위켄드,9.0,,"1,083,533USD ","162,170,000원", 
762,라온프라이머,10.0,,"70,961,000JPY ","110,852,000원", 
763,운악하비오,11.0,,"339,984USD ",,"240,722USD "
764,블랙파티,1.0,,"51,475USD ",,"158,787USD "
765,수호,2.0,,"695,299USD ",,"14,615USD "
766,탑라인,3.0,,"1,732,000USD ",,0
767,최강매직,4.0,,"1,810,805USD ","213,647,000원", 
768,블레이드스톰,5.0,,"185,213USD ",,"19,245USD "
769,로드힐스톰,6.0,,"416,475,000JPY ",0원, 
770,대싱카누,7.0,,"568,629,000JPY ","201,285,000원", 
771,슈퍼빅터,8.0,"1,861,967,000원", ,"44,398,500원", 
772,신라대장군,9.0,,"51,475USD ",,0
773,불패함성,10.0,,"1,570,380USD ",,"70,918USD "
774,비바킹,11.0,,"396,254USD ",,"12,380EUR "
775,한얼스타,12.0,,"155,757USD ",,"1,429USD "
776,메니스마트,1.0,,"1,732,000USD ","138,070,500원", 
777,천록,2.0,,"339,984USD ","2,106,000원", 
778,사려니킹,3.0,,"568,086USD ","80,558,000원", 
779,베스트메이드,4.0,,"456,410USD ","24,493,000원", 
780,해왕,5.0,,"493,755USD ","45,600,000원", 
781,달달이,6.0,,"456,410USD ",,"94,885USD "
782,미스평촌,7.0,,"1,503,825USD ",,"90,330USD "
783,수제비,8.0,"435,833,000원", ,"51,001,000원", 
784,맘보천하,9.0,,"278,406USD ","19,495,000원", 
785,논스톱플라잉,10.0,"470,582,000원", ,"119,331,000원", 
786,서울스토리,11.0,,"339,984USD ","126,518,000원", 
787,대천히어로,12.0,,"114,300USD ",,"137,366USD "
788,뭉치,1.0,"689,387,200원", ,"50,960,000원", 
789,맘마로마,2.0,,"1,083,533USD ","51,491,000원", 
790,우대륭,3.0,,"3,924,648USD ",,"176,880USD "
791,희망스타,4.0,,"416,475,000JPY ","115,441,000원", 
792,슈퍼여왕,5.0,,"371,623,500JPY ","110,964,000원", 
793,레이징엔젤,6.0,,"163,133USD ","98,521,000원", 
794,럭키봉성,7.0,,"1,810,805USD ",,"14,507USD "
795,마하탄생,8.0,,"1,064,727USD ",,"170,220USD "
796,대천보우,9.0,,"491,312USD ","52,048,000원", 
797,그린사랑,10.0,,"1,103,496USD ",,0
798,아이엠위너,11.0,,"396,254USD ","228,472,000원", 
799,속보왕위,12.0,,"163,133USD ","46,050,000원",0AUD 
800,금아슈프림,1.0,,"1,503,825USD ",,"12,590USD "
801,라온제왕,2.0,,"617,310USD ",,"4,200USD "
802,럭키팩토리,3.0,,"568,086USD ",,0
803,인디언보스,4.0,,"617,310USD ","132,500,000원", 
804,빛나는루비,5.0,,"1,570,380USD ","129,643,000원", 
805,천세만세,6.0,,"1,570,380USD ",,"64,100USD "
806,행복의내일,7.0,,"3,545,062USD ",,"15,984USD "
807,정동독주,8.0,,"1,607,774USD ",,"89,509USD "
808,백두거포,9.0,,"114,300USD ","175,248,000원", 
809,명마질주,10.0,,"172,705,000JPY ",0원, 
810,베스트맨,11.0,,"3,545,062USD ","37,873,000원", 
811,메인이벤트,12.0,,"456,410USD ","262,308,000원", 
812,정상여신,1.0,,"51,475USD ","413,351,000원", 
813,명진맨,2.0,,"3,728,170USD ",,"402,551USD "
814,골든웨딩,3.0,"451,805,000원", ,,"73,626USD "
815,라온미라클,4.0,,"410,376,000JPY ",,"7,000,000JPY "
816,인듀어런스,5.0,,"1,570,380USD ","140,176,000원", 
817,불후의명곡,6.0,,"3,084,278USD ",,"39,185USD "
818,라이즈앤샤인,7.0,,"3,545,062USD ","202,050,000원", 
819,금빛탄환,8.0,,"254,672USD ","28,170,000원", 
820,신비룡,9.0,,"493,755USD ",,"147,995USD "
821,라스트잭팟,10.0,,"568,086USD ",,0AUD 
822,온누리알바,11.0,,"835,142USD ",,0NZD 
823,선빅터,12.0,,"107,515USD ","15,449,000원",0
824,루카스,1.0,,"1,103,496USD ",,"65,089CAD "
825,공산,2.0,,"416,475,000JPY ","69,300,000원", 
826,야호선더캣,3.0,,"568,086USD ","34,580,000원", 
827,이스트킹덤,4.0,,"1,607,774USD ","58,653,000원", 
828,비욘드오버,5.0,,"1,732,000USD ",,0
829,아이엠스타,6.0,,"944,900USD ",,0
830,여울이,7.0,,"3,294,901USD ","15,449,000원",0
831,금아글로리,8.0,,"114,300USD ","86,645,000원", 
832,음악대장,9.0,,"133,833USD ","121,222,000원", 
833,지공불패,10.0,,"51,475USD ",,"4,203CAD "
834,정상돌풍,11.0,,"274,382USD ",,"1,470USD "
835,체인지메이커,1.0,,"289,325AUD ",,0AUD 
836,환상스타,2.0,,"623,000USD ",,"11,050EUR "
837,마이티엠,3.0,,"1,284,949USD ",,"39,991USD "
838,팔라스테이,4.0,,"516,977USD ",,"117,221USD "
839,웰빙스토리,5.0,,"480,001USD ","218,232,000원", 
840,에코골드,6.0,,"193,766USD ",,"106,401USD "
841,맞잡은손,7.0,,"3,187,232USD ","77,538,000원", 
842,이스트쾌남,8.0,,"32,400USD ",,"15,648USD "
843,스마일메모리,9.0,,"1,606,000USD ",,0AUD 
844,엘란,1.0,,"1,503,825USD ",,"3,310USD "
845,함박미소,2.0,,"47,460AUD ",,"7,160USD "
846,그랜드돌풍,3.0,,"1,810,805USD ",,"2,340USD "
847,스토미,4.0,,"114,300USD ",,"14,959USD "
848,마이티맘보,5.0,,"278,406USD ","202,050,000원", 
849,카론블레이드,6.0,,"172,705,000JPY ","63,576,000원", 
850,머니포켓,7.0,,"1,810,805USD ","548,953,000원", 
851,원더풀럭키,8.0,,"1,570,380USD ","296,100,000원", 
852,스트롱맨,9.0,,"795,071USD ",,"32,215USD "
853,출애,10.0,,"51,475USD ","44,551,500원", 
854,글로벌퀸,1.0,,"396,254USD ","116,165,000원", 
855,플라잉보스,2.0,,"454,630USD ",,"135,086USD "
856,나의빛이여,3.0,,"1,284,949USD ",,"14,310USD "
857,라온시리우스,4.0,,"493,755USD ","113,835,000원", 
858,빅이어,5.0,,"493,755USD ",, 
859,스피드이즈칸,6.0,,"315,015USD ",,"48,935USD "
