,Unnamed: 0,순위,마번,중복제거마명,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
60,1,2,6,원더풀루비,원더풀루비,한,암,3세,52.5,29,조재로,배휴준,♠지대섭,8,465(5),9.5,2.8,혀끈
61,2,3,5,럭키소천,럭키소천,한,암,3세,53,30,김동수,박재우,최기영,1,484(26),16.6,2.9,
62,3,4,3,스타리스트,스타리스트,한,암,4세,56,35,유승완,김동철,♠금악목장,1½,477(1),5.7,1.5,
63,4,5,8,베티나,베티나,한,암,4세,53,29,먼로,박윤규,박기태,2,479(6),13.5,2.8,망사눈
64,5,6,4,엠제이타운,엠제이타운,한,암,3세,*52,27,김정준,배휴준,류재욱,2,494(-3),4.3,1.6,"망사, 승인재갈"
65,6,7,7,쏘아라우츠,쏘아라우츠,한,암,3세,51,26,문정균,김대근,현태봉,1¾,406(1),23,2.4,
66,7,8,9,더조은내일,더조은내일,한,암,3세,*52,26,정평수,지용철,♠최성룡,8,478(-8),121.3,14.8,망사
67,8,9,2,동해실버,동해실버,한,암,4세,51,24,(-1)김효정,배대선,이수홍,4,472(9),87.9,16.1,망사
68,9,,1,스트롱라이트,스트롱라이트,한,암,4세,*52,26,박상우,최상식,♠변갑한,주행중지,446(-2),75.2,10.5,"망사눈, 승인재갈"
69,0,1,3,총알같이,총알같이,한,거,4세,55,27,박상우,곽영효,안영환,,431(1),7.4,2.3,망사눈
70,1,2,2,골든웨딩,골든웨딩,한,암,4세,53,27,김태훈,조현수,♠박성식,3,444(-2),23.4,5.5,"망사눈+, 승인재갈+"
71,2,3,5,라스트잭팟,라스트잭팟,한,거,5세,56,30,이해동,배휴준,♠강승연,¾,469(4),15.6,3.5,양털코
72,3,4,12,바리메캠프,바리메캠프,한,암,5세,55,32,조재로,배휴준,♠강홍수,2,485(0),28.7,6.4,망사눈
73,4,5,7,트루팀버,트루팀버,한,암,5세,55,35,안토니오,김순근,♠(주)녹원목장,코,465(2),7.7,2.3,"망사눈, 승인재갈"
74,5,6,8,스피드흑룡,스피드흑룡,한,수,3세,55.5,29,빅투아르,이신영,과천시청,1¼,507(13),2.9,1.5,"망사, 승인재갈, 혀끈"
75,6,7,9,달려라라온,달려라라온,한,수,4세,55,25,이동하,홍대유,♠김한수,¾,483(-3),11.4,2.8,"승인재갈, 눈가면"
76,7,8,1,큐피드플라잉,큐피드플라잉,한,수,3세,55.5,29,방춘식,이희영,♠서순배,1,462(-1),13.1,4.2,망사
77,8,9,6,백산아일랜드,백산아일랜드,한,거,6세,54,23,김동수,최봉주,♠이용식,2½,440(-2),22.4,4.8,"승인재갈, 망사눈-"
78,9,10,10,스타퍼펙트,스타퍼펙트,한,암,5세,51,34,(-4)문성혁,박윤규,♠박덕희,8,479(4),50.2,9.5,"망사눈, 혀끈"
79,10,11,11,승리플러스,승리플러스,한,수,4세,56,31,김용근,이관호,강수덕,½,492(-8),4.4,1.8,"망사, 승인재갈"
80,11,12,4,파이널캡틴,파이널캡틴,한,수,4세,56,28,김정준,강환민,♠김순건,4,498(-3),22.4,7.8,망사
81,0,1,1,문학아리아리,문학아리아리,미,수,3세,56,45,문세영,박종곤,♠권경자,,490(-2),4.1,1.5,망사눈
82,1,2,9,대군천하,대군천하,미,수,3세,56,44,김용근,최용구,♠표종순,머리,558(-2),2.5,1.3,승인재갈
83,2,3,10,글라디아토레에이,글라디아토레에이,미,수,3세,54,38,박태종,송문길,♠김형실,9,456(-9),11.7,2.8,
84,3,4,5,원더풀인디언,원더풀인디언,미,거,3세,55,40,김동수,전승규,♠지대섭,¾,471(4),27.4,5.7,"망사눈, 승인재갈"
85,4,5,3,리암스무니,리암스무니,미,거,3세,55,40,이철경,서인석,이유환,1½,519(5),52.4,14.2,눈가면+
86,5,6,6,센스쟁이,센스쟁이,미,거,3세,54,41,(-1)조상범,안병기,김종철,1½,486(2),6.4,2.2,"망사+, 망사눈-"
87,6,7,4,남촌데이,남촌데이,미,수,3세,54,40,(-1)이동진,박대흥,남승현,1¼,477(-17),37.8,6.5,"망사눈, 승인재갈"
88,7,8,8,맹주,맹주,미,수,3세,55,40,이동하,임봉춘,박정웅,¾,507(15),12.1,3.6,망사눈
89,8,9,12,패션피플,패션피플,미,수,3세,56,43,김정준,서인석,이원태,¾,486(-6),9.1,2.1,
90,9,10,7,아델엔젤,아델엔젤,미,암,3세,52,37,유승완,송문길,♠이종훈,머리,452(-6),83.9,9,망사
91,10,11,11,더더비,더더비,미,수,3세,55,39,먼로,손영표,김재용,2½,485(7),103.8,15.1,망사눈
92,11,12,2,문학파이어,문학파이어,미,수,3세,55,40,안토니오,신삼영,세계건설(주),4,492(9),16.2,6.2,"망사눈, 승인재갈+, 혀끈+"
93,0,1,3,스피드영웅,스피드영웅,한,거,4세,52.5,42,김동수,박재우,선용호,,534(-3),3.3,1.4,"망사눈, 승인재갈"
94,1,2,8,천년바이킹,천년바이킹,한,암,3세,*52,42,문세영,서홍수,♠이미경,4,475(1),2.5,1.6,
95,2,3,4,사이먼프루트,사이먼프루트,한,거,4세,53,45,(-1)이동진,전승규,소태영,1½,422(-11),5.4,1.6,"승인재갈, 눈가면"
96,3,4,7,제왕의별,제왕의별,한,수,4세,53.5,44,김용근,최용구,♠(주)녹원목장,목,459(2),6.5,1.8,망사눈
97,4,5,6,해피스트,해피스트,한,수,6세,51,38,(-1)조한별,서정하,정안,목,497(-2),98.9,9.7,
98,5,6,9,해피마운틴,해피마운틴,한,거,4세,55,47,다나카,곽영효,♠이미경,1½,480(-13),9.9,2.4,망사눈
99,6,7,1,재롱이,재롱이,한,거,5세,52.5,42,김정준,서인석,♠강용식,7,483(-3),120.2,14.1,"승인재갈, 망사눈-"
100,7,8,11,스피드청룡,스피드청룡,한,거,4세,53.5,44,이철경,김점오,과천시청,½,505(-9),31.4,6,"망사, 혀끈"
101,8,9,10,천하형국,천하형국,한,수,4세,53,43,박상우,김대근,♠김경민,3,486(-9),65.1,14.3,눈가면
102,9,10,5,여울이,여울이,한,암,4세,51,40,이동하,서인석,허훈,1¼,485(-7),64.2,8,"망사눈, 승인재갈"
103,10,11,2,희망포인트,희망포인트,한,수,6세,55.5,48,김옥성,홍대유,현대영,4,486(3),41.9,7,눈가면
104,11,12,12,어린왕자,어린왕자,한,수,5세,52.5,42,이동국,심승태,♠정기환,4,478(-13),88.3,10.2,망사눈
105,0,1,1,메갈리오스,메갈리오스,미,수,4세,56,61,안토니오,이관호,♠이재원,,476(-1),1.8,1.1,"망사눈, 승인재갈"
106,1,2,5,삼삼빅토리,삼삼빅토리,미,거,4세,51,51,(-1)조한별,박윤규,♠박덕희,½,518(1),49.4,4.7,망사눈
107,2,3,10,하와이보스,하와이보스,미,거,5세,51,51,김동수,서홍수,김규중,머리,475(-1),12.2,2.5,망사눈
108,3,4,8,킹포세,킹포세,한,수,4세,*52,52,문세영,박재우,전석호,4,524(1),3.8,1.4,망사눈
109,4,5,9,마이비전,마이비전,한,거,5세,55.5,60,먼로,정호익,♠백국인,¾,481(1),87,8.3,망사눈
110,5,6,7,왕의대로,왕의대로,미,수,6세,54.5,58,이동하,우창구,이보원,5,474(-1),44.9,7.9,"망사, 승인재갈"
111,6,7,12,장산베어스,장산베어스,미,거,4세,54,57,이혁,강환민,♠김병진,1½,479(-4),6.4,2,"망사, 승인재갈"
112,7,8,11,비드타운,비드타운,미,수,5세,55.5,60,다비드,홍대유,김재영a,2,521(-2),22.5,4.3,"망사눈, 승인재갈"
113,8,9,6,핵항공모함,핵항공모함,한,거,6세,53,55,김정준,김윤섭,권인택,1¼,527(3),99.5,9,망사눈
114,9,10,2,본워리어,본워리어,미,거,5세,*52,52,방춘식,이희영,♠김정성,½,500(14),179.2,18.9,"망사눈, 승인재갈"
115,10,11,4,아르고오섬,아르고오섬,한,수,5세,55,61,(-1)조상범,안병기,김제영,4,512(11),105.6,8.4,눈가면
116,11,12,3,우먼볼트,우먼볼트,호,암,5세,53.5,59,다나카,사이먼,♠함춘,3,480(1),15.2,4,"망사+, 승인재갈, 혀끈"
117,0,1,3,말리부불패,말리부불패,미,수,4세,*52,82,빅투아르,이신영,♠정영식,,494(0),5.7,1.6,"승인재갈, 혀끈"
118,1,2,1,청담제왕,청담제왕,미,수,4세,51,92,김용근,서인석,♠삼정,2,519(5),1.7,1.1,"망사눈, 승인재갈"
119,2,3,12,플레이시스투고,플레이시스투고,미,거,5세,58,106,이찬호,배대선,이미양,목,445(-1),12.2,2.4,
120,3,4,11,흥룡,흥룡,미,거,5세,55,100,김정준,김대근,♠고광숙,5,483(1),12,2.7,
121,4,5,10,장산제왕,장산제왕,한,거,7세,51,88,이아나,강환민,♠김병진,¾,477(0),56,5.6,"망사눈, 승인재갈"
122,5,6,9,신규강자,신규강자,한,거,7세,54,98,김동수,이관호,서홍배,½,486(-4),33.2,5,망사눈
123,6,7,6,다이나믹질주,다이나믹질주,미,수,8세,53.5,97,먼로,김점오,이원태,코,494(7),52.1,6.7,"망사, 혀끈"
124,7,8,2,글로벌뱅크,글로벌뱅크,한,수,4세,*52,84,유승완,최상식,♠장재형,¾,515(5),5,1.7,
125,8,9,7,이광사석,이광사석,한,수,7세,*52,90,신형철,이희영,♠태립,2½,508(-3),19.9,2.9,"망사, 승인재갈"
126,9,,4,문학프린세스,문학프린세스,미,암,4세,51,83,박태종,박종곤,♠권경자,출전제외,0(0),----,----,망사눈
127,10,,8,당대걸작,당대걸작,한,거,6세,*52,84,조재로,박대흥,♠(주)자성실업,출전제외,482(8),----,----,"망사눈, 승인재갈"
128,11,,5,글로벌캡틴,글로벌캡틴,미,수,3세,*52,84,문세영,정호익,♠장재형,출전취소,0(0),----,----,
0,0,1,4,센터폴,센터폴,한,암,3세,53,,김용근,강환민,♠이종욱,,471(-8),11.7,2,
1,1,2,8,무도,무도,한,수,3세,56,,다나카,이관호,♠황은호,1,450(-6),2.4,1.3,"자극판, 망사"
2,2,3,6,메니그랜드,메니그랜드,한,암,3세,53,,김동수,송문길,♠박정재,2,457(-1),17.4,3,망사눈
3,3,4,12,천년의바람,천년의바람,한,거,3세,55.5,,안토니오,임봉춘,♠류주영,1,479(-2),5,2,"승인재갈, 눈가면"
4,4,5,5,스피드벨,스피드벨,한,거,3세,55,,이찬호,임봉춘,♠최몽주,1,458(-2),13.1,4.5,
5,5,6,11,챔프케이,챔프케이,한,수,3세,55.5,,신형철,배대선,♠강경운,코,456(-12),30.2,5.5,망사눈
6,6,7,1,라비에벨,라비에벨,한,수,3세,56,,이동하,지용철,박시용,3,494(3),8.3,2.3,
7,7,8,9,에이스샤인,에이스샤인,한,수,3세,55,,이동국,서인석,김광두,1,486(3),52.1,8.8,
8,8,9,10,피케이군주,피케이군주,한,수,3세,55.5,,빅투아르,신삼영,♠김태성,2½,503(6),4.6,1.7,
9,9,10,3,서던맨,서던맨,한,거,3세,55,,김옥성,홍대유,♠이경희,1,465(11),130.8,28.8,
10,10,11,7,모닝별,모닝별,한,암,3세,53,,조재로,김동철,김중길,5,488(-3),202.5,59,망사
11,11,12,2,칸에이스,칸에이스,한,거,3세,55,,황종우,심승태,♠김용래,21,489(9),209.9,42.6,"망사, 승인재갈"
12,0,1,2,금아인빈서블,금아인빈서블,한,수,3세,56,,문세영,우창구,♠금아산업(주),,509(-1),2.2,1.3,망사눈
13,1,2,8,킹리,킹리,한,거,3세,56,,함완식,김점오,♠금악목장,2½,437(0),71.7,12.1,"망사눈, 승인재갈"
14,2,3,1,대길이,대길이,한,거,4세,56.5,,이강서,송문길,♠윤우환,1¼,407(-3),21.3,3.2,"망사, 승인재갈+"
15,3,4,4,스타삭스,스타삭스,한,암,4세,54.5,,안토니오,지용철,♠김창식,코,464(8),13.8,2.7,망사눈
16,4,5,6,신의축복,신의축복,한,암,3세,54,,김용근,심승태,김교완,1¼,456(2),4.1,1.4,망사눈
17,5,6,3,대지의축복,대지의축복,한,암,4세,54.5,,정정희,박천서,말사모,1,427(-13),43.1,19.8,"망사눈, 승인재갈, 혀끈"
18,6,7,11,통합시대,통합시대,한,암,4세,54.5,,박상우,최상식,♠김경민,1,463(0),9.7,1.8,망사눈
19,7,8,5,컨트리송,컨트리송,한,암,4세,54.5,,이동국,서범석,♠정영식,4,437(21),245.7,21.7,망사
20,8,9,7,인디언서머,인디언서머,한,수,3세,56,,문정균,최영주,♠김정철,2,500(1),39.5,6.4,망사눈
21,9,10,9,럭셔리파워,럭셔리파워,한,수,3세,56,,이혁,신삼영,김은갑,1¾,488(-2),4,1.5,"망사눈, 승인재갈"
22,10,11,10,달리는에이스,달리는에이스,한,수,4세,56.5,,김옥성,박희철,♠김창희,4,479(16),145.7,31.4,"망사눈, 승인재갈"
23,0,1,9,러브레이스,러브레이스,한,암,3세,54,,문세영,박재우,♠오종환,,476(12),7,2.2,"망사눈, 승인재갈+"
24,1,2,10,뉴패러다임,뉴패러다임,한,암,3세,54,,조재로,배휴준,♠오상철,2,499(0),2.7,1.1,"망사눈, 승인재갈"
25,2,3,3,속보옹주,속보옹주,한,암,5세,54.5,,함완식,박희철,신영식,3,465(8),27.6,5.6,승인재갈
26,3,4,7,프리마니케,프리마니케,한,암,3세,54,,안토니오,서인석,천병득,1¾,455(-11),3.2,1.5,
27,4,5,5,세라여제,세라여제,한,암,4세,53.5,,(-1)김효정,전승규,김찬영,머리,406(5),26.5,3.9,승인재갈
28,5,6,2,그린파크,그린파크,한,암,4세,54.5,,다나카,임봉춘,♠지대섭,½,445(-9),68.9,11.1,망사
29,6,7,8,올마이퀸,올마이퀸,한,암,3세,54,,이혁,김동철,♠양순희,4,456(10),54.3,6.3,"망사, 승인재갈"
30,7,8,4,아워사이먼,아워사이먼,한,암,3세,54,,김용근,신삼영,♠박정배,½,446(0),6.4,1.7,
31,8,9,1,플라잉주노,플라잉주노,한,암,3세,54,,김정준,심승태,♠김형순,8,468(0),6.5,2,
32,9,10,6,베스트넘버원,베스트넘버원,한,암,3세,54,,안효리,심승태,류재욱,14,454(-5),163.9,33.2,"망사눈, 승인재갈"
33,0,1,2,화이트벨벳,화이트벨벳,한,수,3세,55.5,,(-1)조상범,구자흥,♠오종환,,478(-5),3.1,1.5,망사
34,1,2,8,새내빅토리,새내빅토리,한,암,3세,53.5,,박태종,홍대유,♠문금철,5,468(6),13,2.7,"승인재갈, 눈가면+"
35,2,3,3,골드페릴라,골드페릴라,한,수,3세,55,,김태훈,지용철,임수복,2,495(10),24.8,4.8,망사눈
36,3,4,1,머니샤프,머니샤프,한,수,4세,56.5,,신형철,배대선,한광세,3,473(4),15.9,3.3,망사눈
37,4,5,7,우승마차,우승마차,한,암,3세,53.5,,이동하,지용철,♠최성룡,¾,445(-1),30.6,5.8,
38,5,6,9,대호천하,대호천하,한,거,4세,55.5,,정평수,김동철,♠고재완,½,469(4),88.8,13.2,"망사눈, 승인재갈"
39,6,7,10,파인애플마크,파인애플마크,한,암,3세,53,,먼로,박윤규,♠이방훈,1½,476(1),43.4,9.3,"망사눈, 승인재갈"
40,7,8,11,킹오브룰즈,킹오브룰즈,한,수,3세,55,,김동수,조현수,♠이혜란,2,499(0),3.8,1.4,
41,8,9,4,스마트파티,스마트파티,한,암,3세,53,,박병윤,심승태,♠김태성,1¾,459(-3),110.9,40,망사
42,9,10,6,승리라이크,승리라이크,한,거,4세,57,,안토니오,서인석,김재성b,½,484(-8),3.4,1.4,"승인재갈, 눈가면"
43,10,11,5,카이젠실버,카이젠실버,한,거,4세,56,,이혁,이희영,♠태립,1,516(6),8.9,2.4,망사
44,0,1,7,포에버위너,포에버위너,한,암,4세,*52,42,이동하,우창구,이보원,,473(7),17.9,2.9,망사눈
45,1,2,4,로열프린스,로열프린스,한,거,4세,*52,38,문세영,박재우,최장석,1¼,469(5),6.1,2,"망사눈, 승인재갈"
46,2,3,3,골든스텝,골든스텝,한,거,5세,55.5,47,이혁,최용구,송용만,1½,468(-2),10.3,2.6,"망사눈, 승인재갈"
47,3,4,6,여걸비전,여걸비전,한,암,3세,51,36,다비드,이희영,세계건설(주),¾,447(0),9,2,
48,4,5,8,토함산파워,토함산파워,한,수,3세,51,37,(-1)김효정,배대선,♠박웅진,¾,503(-2),1.6,1.2,망사
49,5,6,11,해가람,해가람,한,암,6세,53,45,김정준,박병일,정기찬,목,447(1),39.2,4.9,"망사, 승인재갈"
50,6,7,9,세라칸,세라칸,한,거,5세,53.5,43,문정균,최영주,김찬영,2½,467(-4),12.3,2.3,망사눈
51,7,8,2,음악대장,음악대장,한,수,5세,*52,38,먼로,유재길,김병우,½,467(-8),33.8,6.2,
52,8,9,1,헤네시댄서,헤네시댄서,한,암,6세,52,36,김동수,김학수,청호컴넷(주),3,476(-4),47.9,5.6,망사눈
53,9,10,5,사려니선더,사려니선더,한,수,4세,51,36,(-1)조상범,구자흥,♠오영익,¾,482(2),64.4,12.2,"승인재갈, 눈가면"
54,10,11,10,블랙윈드,블랙윈드,한,암,4세,52,40,안효리,서정하,유영준,½,476(11),64.6,16,"승인재갈, 눈가면"
55,11,12,12,블랙뮤직,블랙뮤직,한,수,5세,54.5,45,황종우,김동균,♠손학봉,9,479(-9),65.1,14,"망사눈, 승인재갈"
56,0,1,8,강화총각,강화총각,한,수,4세,55.5,33,다나카,서인석,서운석,,440(2),7.6,1.7,"망사눈, 승인재갈"
57,1,2,3,슈퍼라이트닝,슈퍼라이트닝,미,암,7세,52,31,(-1)이동진,안해양,신기철,목,472(1),116.8,11,망사
58,2,3,9,원더풀마리아,원더풀마리아,한,암,3세,52,30,이찬호,임봉춘,♠(주)녹원목장,머리,473(5),4,1.4,
59,3,4,1,굿초이스,굿초이스,한,수,4세,54,30,빅투아르,이관호,♠박남성,2,515(2),14.5,2.6,"망사눈, 승인재갈+"
60,4,5,7,내가끝판왕,내가끝판왕,한,거,4세,51.5,27,(-1)김효정,배대선,♠김진영a,¾,454(-3),18.2,3.5,
61,5,6,10,루미네스,루미네스,한,거,3세,54,31,문세영,김순근,임민영,머리,529(1),1.7,1.2,망사눈
62,6,7,5,운주영웅,운주영웅,미,거,3세,54.5,34,(-1)조상범,구자흥,선용호,½,468(9),50.8,10,눈가면
63,7,8,4,맹산히어로,맹산히어로,미,수,3세,55,33,김태훈,지용철,♠조용학,1¾,489(3),17.2,2.6,승인재갈
64,8,9,6,마이티쿨,마이티쿨,한,암,5세,*52,21,김정준,서홍수,♠조병태,3,498(10),108.6,23.6,망사
65,9,10,11,과천히어로,과천히어로,한,거,4세,53,28,김옥성,이희영,박충범,5,467(-4),27.5,5.2,망사눈
66,10,11,2,월드스페셜,월드스페셜,미,수,4세,53.5,29,부민호,최상식,♠장재형,4,496(-2),90.3,9.4,"망사눈, 승인재갈"
67,0,1,5,금성황제,금성황제,한,수,3세,54.5,32,김동수,박재우,♠조창규,,486(0),2,1.1,망사눈
68,1,2,4,이글스카이,이글스카이,한,거,4세,51,29,(-4)문성혁,박윤규,♠이방훈,1½,482(-6),23.2,3,"망사눈, 승인재갈"
69,2,3,7,리빙스턴,리빙스턴,한,수,4세,56,34,지하주,김동균,♠최임규,1¼,498(9),16.8,2.7,"망사눈, 혀끈-"
70,3,4,1,파이널스톰,파이널스톰,한,수,4세,53.5,29,최범현,강환민,♠김순건,2½,497(-1),9.4,2.2,"망사눈, 승인재갈"
71,4,5,6,카일룸여제,카일룸여제,한,암,4세,52.5,30,김용근,최용구,한종희,3,457(-8),10.5,2.4,"승인재갈, 눈가면"
72,5,6,8,금아클리프,금아클리프,호,수,5세,54,32,(-1)김효정,배대선,♠금아산업(주),1,442(3),28,6.9,망사
73,6,7,2,대천히어로,대천히어로,한,거,4세,52.5,35,(-4)김덕현,홍대유,고양진,4,470(6),2.9,1.4,눈가면
74,7,,3,천록,천록,한,암,3세,*52,26,조재로,최봉주,조금제,주행중지,467(-2),12.7,2.4,망사
75,0,1,7,말리부진저,말리부진저,미,거,4세,55,45,이찬호,이신영,♠정영식,,483(5),17,5.3,망사눈
76,1,2,4,골든다이얼,골든다이얼,미,수,3세,56,48,빅투아르,김동철,남기태,4,497(5),4.6,2.1,승인재갈
77,2,3,5,대군의길,대군의길,미,수,3세,55.5,47,안토니오,임봉춘,♠표종순,4,500(10),3.4,1.5,"눈가면+, 망사-"
78,3,4,10,빅갈랜드,빅갈랜드,호,수,5세,52,47,(-4)문성혁,강환민,♠이종원,1,461(-8),21.3,4,"망사눈, 승인재갈"
79,4,5,2,서울시대,서울시대,미,수,3세,*52,38,김용근,김동균,♠이시환,4,446(-3),8.8,2,
80,5,6,12,케미블루,케미블루,미,수,3세,51,38,다비드,서정하,길용우,머리,486(-6),19.7,4.2,승인재갈
81,6,7,8,티아고터치,티아고터치,한,수,4세,57,49,문세영,박천서,♠손학봉,1,485(4),3.2,1.5,"망사눈, 승인재갈"
82,7,8,3,콜윈,콜윈,미,거,3세,*52,38,김정준,박종곤,이미양,4,478(-12),29.2,7.8,망사눈
83,8,9,1,청담타이거,청담타이거,미,거,4세,55.5,46,다나카,서인석,♠김형란,½,483(-3),14.7,3,승인재갈
84,9,10,6,맨해튼뮤직,맨해튼뮤직,미,암,4세,55.5,49,정정희,리카디,♠(주)인펨,1¾,429(-19),56.4,12.2,망사
85,10,11,9,스피드보스,스피드보스,미,수,3세,51.5,39,김동수,송문길,♠최몽주,1¼,468(2),74.5,16.4,"망사, 승인재갈+"
86,11,12,11,위즈레이나,위즈레이나,미,암,4세,52.5,45,(-1)조상범,조현수,♠최몽주,3,485(3),55.7,7.5,"망사눈, 승인재갈"
87,0,1,2,킹메신저,킹메신저,한,수,5세,57,50,김용근,박대흥,죽마조합,,511(1),6.4,1.9,승인재갈
88,1,2,6,남손,남손,한,거,4세,*52,38,최범현,박천서,이동일,½,512(2),51.5,7.8,
89,2,3,12,햇빛나,햇빛나,한,수,7세,55,46,안효리,유재길,박정열,¾,491(4),85.7,15.1,
90,3,4,9,베스트힐,베스트힐,한,암,3세,*52,38,문세영,배휴준,♠김태성,목,510(-13),9.5,3,혀끈+
91,4,5,5,룰오브섬,룰오브섬,한,수,5세,52,40,김동수,정호익,김근영,1,474(-2),5,1.6,망사눈
