,Unnamed: 0,Unnamed: 0.1,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황,말전적
123,12,3,4.0,2,다이아파워캣,한,암,2세,53,,송재철,서인석,♠강균호,머리,459(-2),3.8,1.7,,4(1/0/0)
124,13,4,5.0,7,불의꽃,한,암,2세,52,,(-1)임다빈,임채덕,♠황경호,목,470(-9),9.7,3.0,,5(0/2/2)
125,14,5,6.0,3,골든스쿠프,한,암,2세,53,,김동수,이관호,♠김정철,3,471(-13),277.4,15.5,눈가면,5(0/1/1)
126,15,6,7.0,11,정상제트,한,암,2세,53,,김옥성,박희철,♠정동진,목,476(29),9.7,2.3,눈가면,6(1/0/0)
127,16,7,8.0,9,다프네,한,암,2세,53,,임기원,이신영,♠이건행,2,491(5),16.2,3.7,망사눈+,3(0/0/1)
128,17,8,9.0,10,피엔에스헐,한,암,2세,53,,함완식,유재길,♠피엔에스홈즈,½,440(2),5.9,1.5,"계란형큰,망사눈",7(0/0/1)
129,18,9,10.0,4,금성스피드,한,암,2세,53,,정정희,박재우,♠조창규,2½,416(5),102.5,7.7,망사눈,3(0/0/0)
130,19,10,11.0,6,천지의빛,한,암,2세,53,,유승완,김동균,♠최임규,14,452(6),86.7,20.1,망사눈,5(0/0/0)
131,20,0,1.0,1,플라잉카라,한,거,3세,56,,장추열,심승태,♠김형순,,463(8),4.3,1.7,"계란형큰,망사눈+,망사-",3(1/0/2)
132,21,1,2.0,6,마이티선샤인,한,수,2세,54,,(-1)임다빈,임채덕,손칠규,1¾,451(6),11.2,3.8,"계란형큰+,망사눈",8(1/1/1)
133,22,2,3.0,3,애플민트,한,거,3세,56,,정정희,리카디,노만영,6,475(-16),6.2,1.5,"계란형큰,망사눈",7(0/0/2)
134,23,3,4.0,5,프린세스데이,한,암,3세,54,,박을운,조현수,♠김선식,3,503(7),2.5,1.2,,8(0/0/2)
135,24,4,5.0,7,비트퀸,한,암,3세,54,,박현우,김동균,류재욱,1,463(7),44.0,15.5,,6(0/0/0)
136,25,5,6.0,2,유로퀸,한,암,2세,53,,송재철,신삼영,♠박성구,머리,474(-2),7.7,3.1,"망사눈,승인편자+",6(0/0/0)
137,26,6,7.0,4,조이풀피스,한,거,3세,56,,김귀배,이신영,최장석,코,459(10),16.0,2.4,"계란형큰,눈가면+,망사-",
138,27,7,8.0,10,머니스톤,한,암,3세,54,,유승완,곽영효,♠정기환,¾,439(24),66.4,17.8,,8(0/0/0)
139,28,8,9.0,8,나의나라,한,거,3세,56,,김용근,강성오,♠이관형,7,490(4),32.1,4.9,"계란형큰+,망사눈+",5(1/0/2)
140,29,9,10.0,9,아라선샤인,한,암,3세,54,,박병윤,임채덕,손칠규,1,476(1),220.7,32.5,"망사눈,계란형큰-",
141,30,10,11.0,11,겅호우,한,수,3세,56,,방춘식,지용철,♠조용학,6,483(0),155.9,30.9,망사눈,
142,31,11,12.0,12,킹스맨,한,거,3세,56,,김옥성,최용구,♠최동근,17,500(-12),12.0,3.6,,
143,32,0,1.0,3,정문프린스,한,수,4세,56,,최범현,홍대유,♠김재영b,,480(0),2.3,1.3,망사눈+,16(1/1/2)
144,33,1,2.0,5,기타리스트,한,거,3세,56,,김옥성,박천서,김봉섭,1¼,493(-6),17.5,5.0,"망사눈,반가지큰,혀끈-",10(0/2/0)
145,34,2,3.0,10,댓츠마이보이,한,거,3세,56,,유승완,이관호,♠(주)인펨,1¼,486(-4),11.7,1.8,"계란형큰,망사,혀끈-",11(1/1/1)
146,35,3,4.0,2,젊은영웅,한,수,3세,56,,박태종,최용건,박치문,½,458(6),17.4,5.0,계란형큰,
147,36,4,5.0,4,송암플레이어,한,암,4세,54,,문성혁,전승규,♠송암축산,1¾,445(-6),10.1,2.3,"Triabit ,망사눈",13(0/1/2)
148,37,5,6.0,8,원퍼트,한,거,4세,56,,정평수,지용철,박시용,1¾,483(-2),29.4,12.0,"계란형큰,망사눈",19(0/2/0)
149,38,6,7.0,12,베스트포스,한,거,4세,56,,부민호,심승태,♠박정재,½,445(3),16.5,5.0,"계란형큰,망사",
150,39,7,8.0,7,샤인뮤직,한,암,4세,54,,장추열,심승태,♠김용래,1,464(9),11.8,3.7,눈가면,13(0/0/1)
151,40,8,9.0,1,구름타고,한,거,3세,56,,방춘식,지용철,김종식,2,478(10),21.1,3.6,"계란형큰,망사눈",
152,41,9,10.0,6,정문폭주,한,수,3세,56,,송재철,홍대유,♠김재영b,4,525(12),4.4,2.2,망사+,11(2/0/0)
153,42,10,11.0,9,신대로,한,수,4세,56,,정정희,최용건,♠박정배,4,468(5),32.7,16.5,계란형큰,13(0/1/1)
154,43,11,12.0,11,옥추마,한,수,4세,56,,다비드,강성오,씨유네트워크,21,496(-8),25.1,4.1,"계란형큰,망사",
155,44,0,1.0,1,농본바다,한,암,3세,53.5,31.0,장추열,배대선,♠김용래,,468(-10),5.8,2.2,,13(3/1/3)
156,45,1,2.0,4,베스트탑,한,수,4세,55.5,31.0,송재철,이희영,베스트샤인조합,1,494(-7),7.6,2.2,망사,18(2/3/3)
157,46,2,3.0,10,조이풀케이,한,암,4세,54,32.0,안토니오,강환민,♠강경운,¾,462(-11),7.9,2.3,"계란형큰,망사",14(3/3/2)
158,47,3,4.0,9,좋은관계,한,수,3세,53.5,27.0,김용근,신삼영,유영준,1½,505(3),10.5,3.8,망사,14(0/2/4)
159,48,4,5.0,12,마칼루파워,한,수,4세,52.5,25.0,김효정,서홍수,♠김세민,¾,469(7),19.1,3.6,망사,21(1/1/5)
160,49,5,6.0,3,더파이팅,한,수,3세,55.5,31.0,김정준,박병일,♠김정철,목,496(0),19.0,5.9,망사눈+,10(1/1/1)
161,50,6,7.0,11,아델나래,한,거,3세,56,32.0,박태종,송문길,♠이종훈,목,499(0),6.3,2.0,망사눈,14(1/2/1)
162,51,7,8.0,7,영웅대마,한,거,3세,53.5,29.0,(-1)임다빈,정호익,♠김광명,1¼,480(12),20.5,5.5,망사눈,14(1/0/0)
163,52,8,9.0,6,아라크투윈,한,암,3세,*52,26.0,유승완,배휴준,양현모,6,462(-7),103.9,16.5,"망사눈+,눈가면-",
164,53,9,10.0,8,은혜파도,한,암,4세,54.5,33.0,문성혁,김동철,강태구,목,427(-6),8.3,2.7,망사,19(1/2/1)
165,54,10,11.0,5,빅리버,한,암,4세,51,33.0,(-4)김태희,서인석,♠이종욱,6,510(4),3.6,1.8,"계란형큰,망사눈",
166,55,11,12.0,2,우승환희,한,암,3세,*52,27.0,지하주,김동균,이연수,4,492(-3),216.4,25.0,"계란형큰,망사눈",
167,56,0,1.0,2,아로마,한,수,4세,54,27.0,유승완,이관호,♠최수군,,493(5),11.3,1.8,"계란형큰,망사눈",14(1/3/3)
168,57,1,2.0,6,컴플리트스타,한,암,3세,53.5,30.0,임기원,박재우,♠장세준,머리,474(-8),4.9,2.1,망사눈,10(1/3/2)
169,58,2,3.0,4,그린폭주,한,암,3세,54.5,32.0,박을운,홍대유,♠김재영b,½,478(3),12.7,4.5,,15(1/3/3)
170,59,3,4.0,5,루미너스퀸,한,암,3세,54,31.0,김용근,신삼영,♠손학봉,3,479(-1),2.6,1.5,망사,8(2/2/0)
171,60,4,5.0,1,미스캠프,한,암,3세,52,27.0,김동수,임채덕,말사모,¾,473(11),126.1,6.0,"계란형큰+,망사눈",11(0/2/0)
172,61,5,6.0,3,큐피드비상,한,암,4세,55,33.0,다비드,서범석,♠서순배,1,463(12),21.7,4.8,,18(1/2/1)
173,62,6,7.0,8,특급여왕,한,암,3세,*52,26.0,김정준,최영주,말사모,1¼,445(5),107.2,19.9,망사눈,
174,63,7,8.0,11,로드란,한,암,4세,55.5,34.0,박태종,구자흥,♠표종순,3,488(-12),2.7,1.1,계란형큰,
175,64,8,9.0,7,천둥캣,한,암,3세,53.5,30.0,최범현,심승태,♠이종욱,1¼,474(-2),44.1,10.4,망사눈,
176,65,9,10.0,12,중추부사,한,암,3세,54.5,32.0,장추열,강성오,♠김기종,3,476(9),80.3,12.4,"계란형큰,망사눈",8(2/1/0)
177,66,10,11.0,10,런투골,한,암,3세,52,27.0,먼로,강성오,씨유네트워크,¾,440(-1),162.8,13.4,"계란형큰,눈가면",13(0/2/0)
178,67,11,12.0,9,모닝뉴스,한,암,3세,53.5,30.0,정정희,최용건,♠(주)나스카,½,460(6),48.6,4.1,"계란형큰,망사",13(1/1/0)
179,68,0,1.0,1,새내선,미,암,3세,57,48.0,함완식,홍대유,♠문금철,,483(-5),2.6,1.4,,8(3/0/2)
180,69,1,2.0,2,파워타워,한,암,4세,52,38.0,김동수,최봉주,윤지중,3,475(1),5.0,1.8,망사,13(1/3/1)
181,70,2,3.0,3,눈부신한센,한,암,4세,56.5,47.0,장추열,우창구,이장운,3,488(-11),7.3,3.1,"망사눈,반가지큰",13(3/1/4)
182,71,3,4.0,10,나는스타,미,암,4세,55,44.0,지하주,김동균,길용우,1,426(2),73.4,6.7,망사눈,19(0/3/0)
183,72,4,5.0,8,솔개바람,한,암,5세,*52,36.0,조한별,이희영,♠이종욱,¾,482(5),134.7,17.8,계란형큰,
184,73,5,6.0,12,엠제이포인트,미,암,3세,52,38.0,최범현,김동균,♠박민지,코,458(2),14.0,3.3,,13(0/1/3)
185,74,6,7.0,7,시스터젬,미,암,2세,*52,38.0,빅투아르,서홍수,♠조병태,¾,475(7),53.7,9.0,,
186,75,7,8.0,11,어나더초이스,미,암,4세,*52,36.0,송재철,최용구,김중길,머리,500(5),84.6,5.3,"망사눈,반가지큰,혀끈",9(0/0/0)
187,76,8,9.0,4,블루케이,한,암,4세,56.5,47.0,박태종,송문길,♠강경운,머리,529(-2),4.3,1.4,망사,11(3/1/1)
188,77,9,10.0,5,아이언머스킷,한,암,3세,52,38.0,유승완,배휴준,♠홍종철,3,508(-2),99.4,9.1,망사,
189,78,10,11.0,9,마이멤버,한,암,4세,52.5,41.0,(-1)임다빈,정호익,♠백국인,2½,482(5),6.6,2.5,"눈가면,반가지큰",18(4/4/0)
190,79,11,12.0,6,세렌디피티야,미,암,4세,51,36.0,김용근,안병기,♠우태율,3,476(3),69.7,10.8,"계란형큰,망사눈",17(0/0/0)
191,80,0,1.0,9,대한질주,한,수,3세,56,58.0,박을운,김동철,♠박재범,,511(5),1.3,1.1,"망사,승인편자",11(6/3/1)
192,81,1,2.0,2,머니지프,한,거,6세,55,54.0,김정준,배대선,강종우,3,476(0),62.9,2.8,망사눈,44(3/2/8)
193,82,2,3.0,6,만석지기,한,수,5세,55,55.0,박태종,박종곤,강태구,3,485(2),5.7,1.8,망사눈,22(5/2/4)
194,83,3,4.0,5,바람을그리다,한,수,5세,57,60.0,정정희,안병기,♠우태율,½,476(-1),21.6,2.5,"망사,반가지큰",28(3/4/4)
195,84,4,5.0,4,최강파티,한,거,5세,54,53.0,빅투아르,박병일,♠이강운,7,508(9),5.2,1.5,"계란형큰,눈가면",21(3/2/4)
196,85,5,6.0,8,초인강자,한,수,4세,54,46.0,조한별,안병기,♠박남성,코,480(-10),73.2,7.3,"계란형큰,망사눈",20(2/3/1)
197,86,6,7.0,3,러닝복스,한,암,5세,53,55.0,먼로,최봉주,♠오종환,½,462(18),43.5,4.0,망사눈,25(3/5/1)
198,87,7,8.0,1,호크행진곡,한,거,5세,54,51.0,김용근,최봉주,♠오종환,1,471(-5),55.8,4.9,"망사눈,혀끈",23(3/1/1)
199,88,8,9.0,7,룰브레이커,한,수,5세,56,58.0,다비드,서정하,♠오종택,¾,486(-2),84.2,5.6,,26(3/4/5)
200,89,9,10.0,10,예상백승,한,암,7세,56,63.0,박상우,유재길,이장운,머리,503(1),241.8,21.6,,
201,90,0,1.0,2,굿필승,미,수,3세,55,69.0,김용근,박윤규,김지훈,,507(-1),3.0,1.4,,10(5/3/1)
202,91,1,2.0,10,장산포에버,미,거,4세,55,70.0,안토니오,리카디,♠김병진,1¾,493(2),2.3,1.4,눈가면,9(4/2/1)
203,92,2,3.0,5,서울탱크,미,거,7세,55,74.0,(-1)임다빈,박희철,조병해,4,451(1),118.9,5.6,망사눈,58(2/8/2)
204,93,3,4.0,11,조우니가,미,암,5세,52,68.0,조한별,임봉춘,♠안희철,2,460(11),149.4,14.7,,26(3/3/3)
205,94,4,5.0,1,대군제패,미,수,5세,55,69.0,먼로,구자흥,♠표종순,목,494(-5),5.4,2.4,"눈가면,승인편자",18(2/5/1)
206,95,5,6.0,4,금로열,한,수,5세,54,67.0,유승완,우창구,♠배태곤,½,453(1),17.3,2.0,"눈가면,반가지큰",23(5/4/2)
207,96,6,7.0,3,반야동행,미,수,7세,57,76.0,송재철,토니,♠한명로,1,501(-4),309.5,32.5,"계란형큰,망사눈",
208,97,7,8.0,6,문학킹,미,거,4세,55,69.0,임기원,박재우,♠에스지이건설,¾,492(17),5.5,1.3,망사눈,17(3/2/3)
209,98,8,9.0,9,슈룹,미,암,5세,54,72.0,박을운,이준철,♠김경민,2,477(-3),26.1,3.7,,
210,99,9,10.0,7,어느멋진날,미,거,5세,54,59.0,김효정,안병기,♠우태율,6,467(-4),404.2,18.1,"계란형큰,망사눈",27(3/0/1)
211,100,10,11.0,8,환상스타,미,수,5세,54,67.0,문성혁,서인석,♠이성님,36,478(-3),880.9,25.2,"계란형큰,망사눈",
212,0,0,1.0,1,자이언트킬링,한,수,2세,55,,송재철,송문길,♠이종훈,,483(10),22.8,2.0,망사,4(2/0/1)
213,1,1,2.0,4,리마커블,한,암,2세,53,,문세영,지용철,♠조용학,8,492(5),1.2,1.0,망사+,8(0/2/0)
214,2,2,3.0,6,세인트루카,한,수,2세,55,,김용근,서인석,김재성b,1½,459(-5),122.3,10.5,계란형큰,5(1/0/1)
215,3,3,4.0,11,텐배거,한,수,2세,55,,조상범,강성오,♠김명식,코,452(1),14.6,3.9,망사눈,8(2/0/0)
216,4,4,5.0,5,글로벌프라임,한,암,2세,53,,장추열,최상식,♠장재형,¾,504(-13),41.8,5.7,,3(0/0/1)
217,5,5,6.0,3,드림스피드,한,암,2세,53,,빅투아르,리카디,남기태,코,460(9),8.2,2.0,양털코,7(1/1/1)
218,6,6,7.0,12,장군별,한,수,2세,55,,안토니오,최봉주,♠오종환,½,539(-3),21.7,2.1,,5(0/0/1)
219,7,7,8.0,8,빅스고,한,수,2세,55,,유승완,우창구,♠이선호,4,489(-6),12.3,3.0,망사+,5(2/1/0)
220,8,8,9.0,7,원평광야,한,암,2세,52,,(-1)임다빈,정호익,♠김용재,¾,472(-6),23.3,3.3,,4(0/0/0)
221,9,9,10.0,2,베스트매드캠,한,암,2세,53,,정정희,박재우,베스트샤인조합,4,442(2),211.7,16.8,망사+,3(0/0/0)
222,10,10,11.0,9,보스베이비,한,수,2세,55,,이동국,손영표,조중호,2½,459(2),341.6,58.6,"계란형큰,망사눈+,눈가면-",3(0/0/0)
223,11,11,12.0,10,스타프린세스,한,암,2세,53,,박현우,임봉춘,♠금악목장,4,471(-17),323.3,80.0,"망사눈+,반가지큰+",5(0/0/0)
224,12,0,1.0,1,뉴스타영천,한,수,3세,56,,문세영,박대흥,영천시청,,491(-1),1.5,1.3,"계란형큰+,망사+",5(1/0/1)
225,13,1,2.0,2,빅에너지,한,수,3세,56,,조한별,이관호,♠김광명,5,512(0),10.2,1.5,망사,10(0/1/0)
226,14,2,3.0,9,마성천하,한,수,3세,56,,문성혁,서인석,천사들의 안장,1,476(-2),8.7,1.9,눈가면,8(0/0/3)
227,15,3,4.0,10,페페런,한,거,3세,56,,유승완,전승규,박기태,머리,475(-2),31.9,5.3,"계란형큰,망사,혀끈",
228,16,4,5.0,3,마이더스캠프,한,수,3세,56,,김용근,서인석,이유환,목,439(-15),8.6,3.0,"계란형큰,눈가면",11(0/0/1)
229,17,5,6.0,5,케이엔특급,한,거,3세,56,,안토니오,박대흥,♠조경수,1,455(-1),34.6,2.7,망사,
230,18,6,7.0,6,피엔에스빌,한,수,2세,51,,(-4)김태희,유재길,♠피엔에스홈즈,1½,468(6),17.4,3.7,망사+,7(0/0/0)
231,19,7,8.0,11,글로벌천사,한,암,3세,54,,함완식,최상식,♠장재형,1,467(-3),35.4,4.2,망사,
232,20,8,9.0,8,세명나래,한,암,3세,54,,하정훈,신삼영,이기철,머리,488(8),15.1,3.5,"계란형큰,망사+",11(1/1/0)
233,21,9,10.0,12,젤로스,한,암,3세,54,,김옥성,박희철,♠함평제일,7,430(12),107.0,34.3,"계란형큰,망사",6(0/0/0)
234,22,10,11.0,4,컴플리트챔프,한,암,3세,54,,빅투아르,조현수,♠장세준,¾,491(-12),121.0,12.7,"망사눈,승인편자,혀끈+,계란형큰-",
235,23,11,12.0,7,농본파이터,한,수,2세,55,,박현우,배대선,♠김용래,1,477(1),88.7,30.7,망사,
236,24,0,1.0,8,콘도르여왕,한,암,4세,53.5,31.0,이동국,김점오,문창완,,504(2),21.8,6.1,망사눈,10(2/1/0)
237,25,1,2.0,4,빅레드,한,수,3세,52,32.0,(-4)김태희,서인석,홍상기,목,473(11),7.6,2.4,자극판,13(1/2/1)
238,26,2,3.0,3,유쾌한선택,한,수,2세,53.5,29.0,임기원,박재우,♠김세권,½,499(10),3.4,1.4,망사눈,5(0/2/2)
239,27,3,4.0,10,온리위너,한,암,4세,*52,27.0,조상범,송문길,♠손병철,2½,436(-7),150.8,13.9,,13(0/2/1)
240,28,4,5.0,2,골디락스,한,수,4세,51,29.0,(-4)김아현,조현수,♠윤우환,½,535(-1),62.2,7.4,"계란형큰,승인편자",
241,29,5,6.0,6,크레이지탱크,한,수,3세,55,30.0,장추열,신삼영,♠서창식,코,492(13),6.5,2.9,망사눈,9(2/0/0)
242,30,6,7.0,11,패션드패션,한,암,3세,55.5,35.0,문세영,최용건,이미양,목,416(-5),10.7,2.9,"계란형큰,망사눈",11(3/1/1)
243,31,7,8.0,9,블루해머,한,수,3세,53.5,27.0,다비드,강환민,♠이종원,¾,502(-1),40.3,6.5,"계란형큰,눈가면",8(0/1/2)
244,32,8,9.0,5,원지,한,거,4세,55,30.0,조한별,안병기,♠우태율,½,478(4),2.7,1.7,"망사눈,반가지큰",15(2/1/1)
245,33,9,10.0,7,왕인행차,한,수,4세,*52,23.0,이기회,서홍수,전영규,머리,479(6),170.2,25.2,"계란형큰,망사눈",
246,34,10,11.0,1,마파람,한,암,2세,52,30.0,송재철,임봉춘,♠(주)나스카,코,456(-18),13.3,2.0,망사눈,6(1/0/0)
247,35,11,12.0,12,거센파워,한,수,3세,54,30.0,(-1)임다빈,박희철,♠강석대,5,483(-1),38.9,3.8,망사눈,
248,36,0,1.0,4,스팟플래터,한,수,3세,55,44.0,함완식,김동균,♠박준배,,488(-2),1.4,1.1,,14(5/4/2)
249,37,1,2.0,1,파이팅대디,한,거,3세,*52,36.0,박태종,최봉주,♠김정철,머리,517(7),15.0,4.1,,11(3/3/0)
250,38,2,3.0,2,울트라킹,한,거,3세,51,36.0,임기원,안병기,♠조명식,2,489(7),10.7,2.5,망사눈,15(2/2/3)
251,39,3,4.0,3,제이에스파워,한,거,4세,53,40.0,장추열,손영표,♠박정재,9,494(11),18.0,2.7,망사눈,17(3/0/0)
252,40,4,5.0,8,챌린지삭스,한,암,4세,*52,36.0,송재철,이관호,♠김창식,½,452(2),29.9,5.2,"계란형큰,망사,혀끈-",15(2/1/2)
253,41,5,6.0,5,천지폭풍,한,거,5세,52,38.0,문성혁,서인석,홍상기,½,456(0),27.1,5.8,"계란형큰,양털코",24(3/1/2)
254,42,6,7.0,11,슈퍼엑톤,한,거,4세,52,38.0,다비드,강환민,♠삼정,¾,443(4),41.6,9.1,망사,22(2/1/1)
255,43,7,8.0,9,라스트보스,한,수,3세,53,40.0,문세영,지용철,♠김선식,½,490(0),17.5,2.6,망사눈,20(2/1/2)
256,44,8,9.0,10,티즈블랙,한,거,4세,54,42.0,유승완,우창구,유길상,½,485(-3),9.4,1.9,"망사눈,반가지큰",11(3/2/1)
257,45,9,10.0,7,파이어하트,한,수,4세,56,46.0,김정준,송문길,♠손병현,½,494(4),28.4,3.8,,
258,46,10,11.0,12,글로벌영웅,한,수,3세,51.5,37.0,김용근,최상식,♠장재형,2,471(-11),38.6,7.8,망사눈,14(2/1/2)
259,47,11,12.0,6,이글아이,한,암,5세,53.5,45.0,먼로,이신영,♠윤우환,11,474(-2),57.5,12.7,망사눈,
260,48,0,1.0,5,레드백,한,수,3세,57,35.0,박현우,박천서,윤훈현,,487(-6),2.2,1.2,"망사눈,혀끈",9(3/1/2)
261,49,1,2.0,4,런런런,한,수,3세,55,27.0,최범현,서범석,♠청메이칭,½,471(14),17.4,3.2,망사,11(0/3/2)
262,50,2,3.0,2,이터널메모리,한,거,4세,57,33.0,빅투아르,박재우,♠오종택,머리,482(8),11.3,4.6,망사,18(3/1/4)
263,51,3,4.0,11,호크의영광,한,거,5세,55,27.0,다비드,최봉주,♠코리아호스랜드,머리,479(4),17.0,3.0,계란형큰,29(0/1/5)
264,52,4,5.0,3,골든배지,한,암,4세,54,31.0,김용근,강성오,♠이경희,3,451(7),5.7,1.6,"망사눈,반가지큰",15(0/5/2)
265,53,5,6.0,10,스톰워리어,한,거,3세,56,30.0,조상범,박대흥,양동희,2½,498(10),46.4,9.3,"망사눈,혀끈+",12(1/0/0)
266,54,6,7.0,6,흑룡가무,한,거,3세,56,30.0,문성혁,서인석,정승희,1,485(2),9.7,2.6,"망사눈,자극판",11(0/3/1)
267,55,7,8.0,1,이스트라이크,한,거,5세,56,28.0,김동수,전승규,어선미,¾,498(-14),66.4,7.6,"계란형큰,망사",
268,56,8,9.0,12,원더풀오렌지,한,암,4세,54,30.0,김효정,배대선,♠(주)녹원목장,½,467(3),97.8,22.2,망사,24(1/1/2)
269,57,9,10.0,8,빅포켓,한,거,3세,56,29.0,장추열,최봉주,♠이용식,코,530(3),54.4,10.0,망사눈,10(1/0/0)
270,58,10,11.0,7,탱크삭스,한,암,4세,55,33.0,먼로,강환민,♠김창식,¾,455(-10),7.1,2.4,"계란형큰,망사",19(2/2/2)
271,59,11,12.0,9,바이킹하트,한,거,3세,56,28.0,송재철,이신영,♠(주)디알엠씨티,12,470(-6),9.3,3.7,계란형큰,11(1/2/0)
272,60,0,1.0,1,풀부스터,미,수,4세,54,50.0,(-4)김아현,임봉춘,♠최몽주,,463(1),3.0,1.3,망사,18(1/3/4)
273,61,1,2.0,2,콜조이,한,거,3세,55,39.0,최범현,곽영효,♠이미경,5,461(23),3.1,2.1,망사눈,13(2/2/2)
274,62,2,3.0,9,베링맨,미,거,3세,56,43.0,박현우,박천서,♠박평양,4,471(4),5.6,1.8,"망사,반가지큰,혀끈",15(0/3/2)
275,63,3,4.0,6,킹칸모르,한,수,4세,55,39.0,문성혁,서인석,이중연,½,487(-12),39.5,6.6,,20(3/3/1)
276,64,4,5.0,5,안양옥센,미,거,4세,57,45.0,안토니오,구자흥,(주)에이에프피,목,480(0),12.1,3.3,"계란형큰,망사눈,자극판",15(1/2/2)
277,65,5,6.0,8,청담탱크,한,암,4세,52,36.0,먼로,토니,♠삼정,1,442(-3),6.2,1.6,"계란형큰+,승인편자,양털코",15(1/5/1)
278,66,6,7.0,11,강남맨,미,거,4세,55,39.0,장추열,김동균,♠박평양,¾,451(18),54.9,9.3,"계란형큰+,망사눈,Triabit -,혀끈-",
279,67,7,8.0,12,싱그러운타임,한,암,5세,53,39.0,송재철,곽영효,♠최임규,¾,492(2),25.7,4.5,망사눈,
280,68,8,9.0,4,어마무시,미,거,4세,56,42.0,김정준,안병기,♠우태율,½,513(0),78.3,7.3,"망사눈,혀끈",15(1/1/1)
281,69,9,10.0,7,디케이별찌,미,거,4세,57,47.0,조상범,구자흥,표종진,1¼,450(-4),123.4,29.4,망사눈,15(1/1/1)
282,70,10,11.0,3,블랙펀치,미,거,4세,54,36.0,김옥성,박종곤,강태구,4,493(-1),99.6,12.5,,18(0/0/2)
283,71,11,12.0,10,달리는빛깔,한,수,4세,57,45.0,김용근,지용철,김종식,5,479(8),16.8,3.3,망사눈,21(3/3/3)
284,72,0,1.0,1,아이언삭스,미,수,4세,54,83.0,문세영,이신영,♠김창식,,476(2),1.6,1.2,혀보정큰,21(7/3/2)
285,73,1,2.0,10,토스코노바캣,미,수,6세,54,95.0,조상범,구자흥,♠표종순,14,511(-6),321.5,9.6,반가지큰,29(5/5/5)
286,74,2,3.0,3,클리어검,한,암,5세,52,83.0,정정희,최용건,♠조창석,¾,474(-7),5.3,1.6,계란형큰,24(6/4/3)
287,75,3,4.0,12,다크플레이어,미,수,5세,54,84.0,송재철,이관호,♠박남성,1½,448(5),34.9,3.7,망사,26(3/6/3)
288,76,4,5.0,8,청수여걸,미,암,6세,52,86.0,먼로,박대흥,♠청수,1,499(-4),74.2,4.3,"망사,승인편자",18(2/5/1)
289,77,5,6.0,7,강토마,한,거,6세,57,111.0,장추열,정호익,♠김광명,¾,504(3),10.2,3.8,망사눈,31(9/8/2)
290,78,6,7.0,11,플래티넘유로,한,거,5세,54,82.0,함완식,최용건,♠박성구,코,520(-6),19.3,2.9,"계란형큰,망사눈",18(6/2/0)
291,79,7,8.0,5,선라이팅,미,수,6세,54,98.0,다비드,서범석,이신근,4,525(-3),128.1,7.4,망사눈,31(5/4/2)
292,80,8,9.0,4,더검푸,미,수,4세,56,106.0,박을운,토니,♠한명로,3,503(8),4.8,1.8,"계란형큰,망사눈,승인편자,혀끈",20(6/1/2)
293,81,9,10.0,6,로드위너,미,수,6세,55,105.0,김효정,구자흥,♠표종순,4,529(-4),100.8,11.6,"눈가면,반가지큰",
294,82,10,11.0,9,문학위너,미,수,5세,54,83.0,빅투아르,홍대유,♠황봉기,1,518(19),75.3,9.1,,
295,83,11,12.0,2,울트라로켓,한,거,7세,56,110.0,김용근,안병기,♠조명식,25,506(12),55.0,5.3,"계란형큰,망사",
296,84,0,1.0,7,아스펜태양,한,수,2세,55,41.0,문세영,박대흥,♠박남성,,506(-2),1.6,1.2,계란형큰,6(3/0/1)
297,85,1,2.0,3,더블에지,한,수,2세,55,31.0,김정준,안해양,♠(주)인펨,목,496(-1),30.6,4.4,망사,6(1/3/1)
298,86,2,3.0,8,승부사,한,수,2세,55,41.0,장추열,정호익,♠김광명,½,508(5),4.7,1.0,망사눈,7(5/0/2)
299,87,3,4.0,4,원평가속,한,수,2세,55,37.0,함완식,정호익,♠김용재,6,494(-1),18.3,2.0,망사눈,7(1/2/0)
300,88,4,5.0,6,퍼플케이,한,암,2세,53,32.0,김용근,송문길,♠강경운,4,496(0),5.6,1.9,망사,7(2/1/1)
301,89,5,6.0,5,벤칼프린세스,한,암,2세,53,36.0,문성혁,서인석,♠박준배,2½,462(1),7.4,1.9,망사눈,6(1/2/1)
302,90,6,7.0,1,천리총,한,암,2세,53,,조상범,배휴준,조금제,7,479(16),90.2,18.3,,8(0/3/0)
303,91,7,8.0,2,더리퍼,한,수,2세,55,28.0,안토니오,토니,♠한명로,코,493(18),79.1,10.4,"계란형큰,망사눈+,망사-",6(0/2/0)
304,92,0,1.0,9,장산클리어,미,거,3세,52.5,54.0,문세영,강환민,♠김병진,,531(-4),3.1,1.4,"계란형큰,망사눈,혀끈",8(5/2/1)
305,93,1,2.0,4,빅터문,미,암,3세,53,59.0,송재철,김동균,♠박정배,6,473(-3),4.3,1.4,망사눈,6(3/2/0)
306,94,2,3.0,1,에코빅터,미,거,4세,*52,51.0,박을운,김점오,♠이일형,½,516(3),8.4,2.1,"망사눈,반가지큰",14(3/1/3)
307,95,3,4.0,6,문학젠야타,미,암,3세,54,61.0,박태종,박종곤,♠권경자,1¾,473(-3),6.0,2.3,망사눈,13(2/2/1)
308,96,4,5.0,7,말리부진저,미,거,6세,51.5,60.0,(-4)김아현,이신영,♠정영식,2,495(-10),115.1,23.1,망사,33(1/2/4)
