name,ranked,fw,fd,mw,md
엄지여왕,11,,"315,015USD ",,"80,303USD "
정문서미트,1,,"583,280USD ",,0
스트레토,2,,"274,382USD ","140,870,000원", 
와일드킹덤,3,,"297,000USD ",,"41,514USD "
라피도볼트,4,,"804,090USD ","40,825,000원", 
대형호재,5,,"3,084,278USD ",,"1,870USD "
한라블로섬,6,,"804,090USD ","236,827,000원", 
백학,7,,"210,553USD ","269,786,000원", 
만세,8,,"2,765,800USD ",,"45,700USD "
밀키셰리,9,,"3,545,062USD ",,"3,850,000JPY "
싱싱유로,10,,"617,310USD ",,"13,640AUD "
위너마운틴,1,,"1,607,774USD ","133,790,000원", 
컬러즈킹,2,,"51,475USD ","40,536,000원", 
패스티스트,3,,"163,133USD ",,"106,365USD "
푸에르스페스,4,,"1,570,380USD ",,"7,440USD "
레지나,5,,"695,299USD ","108,067,000원", 
더블에스,6,,"3,187,232USD ","15,449,000원",0
에이스돈키,7,,"493,755USD ",,"19,456USD "
베스트맨,8,,"3,545,062USD ","37,873,000원", 
서울시티,9,,"3,084,278USD ",,"66,930AUD "
블루메가엘라,10,,"1,083,533USD ",,0
레몬키드,11,,"3,728,170USD ",,"52,496USD "
라온스텔라,1,,"3,090,101USD ",,"60,617USD "
올댓코리아,2,,"454,630USD ",,"23,200USD "
함양산삼,3,,"1,732,000USD ",,"41,280USD "
동해클럽,4,,"172,705,000JPY ",,"16,528,000JPY "
탄탄위너,5,,"804,090USD ",,"31,605USD "
영웅불패,6,,"1,267,273USD ",,"47,249USD "
광폭주행,8,,"315,015USD ","71,085,000원",0
시티챔프,9,,"3,545,062USD ","109,402,000원", 
선더머니,10,,"114,300USD ","145,668,800원", 
천년의비,1,,"1,503,825USD ","76,460,000원", 
창성강자,2,,"3,545,062USD ",,"45,835USD "
레인,3,,"1,083,533USD ","125,768,000원", 
우정의향기,4,,"865,612USD ",,0
클린업드림,5,,"1,503,825USD ","25,763,000원", 
정동독주,6,,"1,607,774USD ",,"89,509USD "
피오레,7,,"3,545,062USD ",,"10,420USD "
메이세이드림,8,,"494,895,000JPY ",,"124,453USD "
강철시대,9,,"1,610,604USD ",,"21,527USD "
로열복순이,10,,"1,570,380USD ",,"3,498USD "
라스트잭팟,11,,"568,086USD ",,0AUD 
베스트빅토리,1,,"85,630,000JPY ","138,880,000원", 
해피스트,2,,"51,475USD ","40,536,000원", 
메인이벤트,3,,"456,410USD ","262,308,000원", 
메니스마트,4,,"1,732,000USD ","138,070,500원", 
천하형국,5,,"70,961,000JPY ","44,551,500원", 
정상으뜸,6,,"695,299USD ","37,299,000원", 
스트롱캡틴,7,,"493,755USD ",,975AUD 
낭만스타,8,,"3,187,232USD ","210,254,000원", 
강서으뜸,9,,"1,810,805USD ",,"170,121USD "
퍼스티지,10,,"163,133USD ",,"170,595USD "
어린왕자,11,,"339,984USD ",,438USD 
마이호크,1,,"491,312USD ","116,080,000원", 
문학위너,2,,"251,090USD ",,"21,489USD "
소울리마제스틱,3,,"239,229USD ",,"148,804USD "
레이징엔젤,4,,"163,133USD ","98,521,000원", 
고고비,5,,"1,146,340USD ",,"40,820USD "
사바킹덤,6,,"114,300USD ",,"3,550NZD "
위대한파이터,7,,"1,005,413USD ",,"14,600USD "
아메리칸벨,8,,"417,800USD ",,"2,100USD "
천운킹덤,9,,"1,857,000USD ",,"3,070USD "
엑시트포인트,10,,"2,494,490USD ",,100USD 
머스탱런,11,,"3,645,383USD ",,500USD 
최강스타,1,,"1,380,200USD ",,600USD 
미르스톰,2,,"456,410USD ",,0
라온세레나,3,,"1,810,805USD ","49,730,000원", 
서클댄서,4,,"835,142USD ","114,172,000원", 
럭셔리해피,5,,"493,755USD ","112,068,000원", 
아르고멜로디,6,,"193,766USD ",,0
섬싱미스터리,7,,"274,382USD ",0원, 
정상오름,8,,0,"92,286,000원",0
머니대륙,9,,"568,629,000JPY ","213,750,000원", 
능력시대,10,,"114,300USD ","86,310,000원", 
그린케이,12,,"493,755USD ",,0
딕시어게인,1,,"1,503,825USD ",,0
메니그랜드,2,,"1,732,000USD ",,"15,820USD "
스트롱벌처,3,,"416,475,000JPY ",,"251,959USD "
한일달빛,4,,"274,382USD ",,"24,008USD "
호크행진곡,5,,"1,610,604USD ",, 
여울이,8,,"3,294,901USD ","15,449,000원",0
당당한여걸,9,,"3,545,062USD ","73,127,000원", 
소비뇽,10,,"51,475USD ",0원,0
우라칸,11,,"371,623,500JPY ",,0
크레이지팩터,1,,"922,180USD ",,"109,500AUD "
매치캡틴,2,,"770,496USD ",,"21,280USD "
프로함성,3,,"1,706,350USD ",,"47,741USD "
가온퀸,4,,"1,606,000USD ",,"189,055USD "
케이킹,5,,"804,090USD ","236,827,000원", 
웰니스케이,6,,"996,330USD ",,"23,950USD "
초동레이스,7,,"456,410USD ","158,023,000원", 
바다치프,8,,"1,851,803USD ",,"2,575USD "
구통사,1,,"1,139,150USD ",,"70,245USD "
선더라이트,2,,"1,255,660USD ",,"14,834USD "
장산카우보이,3,,"1,037,810USD ",,"46,200USD "
케이엔블루,4,,"804,090USD ",,0
삼정타핏,5,,"703,884USD ",,"1,200CAD "
소통시대,6,"200,839,000원", ,0원, 
찬마,7,,"1,732,000USD ",,"39,894CAD "
천마,8,,"698,574USD ",,"5,859USD "
해마루,9,,"835,142USD ",,0
장산와일드,1,,"638,822USD ",,"62,422USD "
골드마운틴,2,,"2,323,040USD ",,"243,890USD "
알파칸,3,,"3,545,062USD ",,600AUD 
프로마테우스,4,,"310,542USD ",,0
땡큐찰리,5,,"251,090USD ",,"115,595USD "
대쥬신,6,,"1,716,950USD ",,"111,226USD "
새벽이,7,,"339,984USD ","64,155,000원", 
스트롱로드,9,,"548,595USD ",,"31,669USD "
스모키베일,10,,"1,359,274USD ",,"40,486USD "
박차오름,11,,"568,629,000JPY ",,"1,175GBP "
굿헤니,12,,"1,124,820USD ",,"171,091USD "
싱싱장수,1,,"172,705,000JPY ","81,720,000원", 
형마푸부,2,,"3,084,278USD ",,"101,060USD "
시드니머니,3,"579,356,000원", ,"262,056,000원", 
천지애가,4,,"804,090USD ",,0
대대손손,5,,"3,084,278USD ","46,740,000원",0
그린파크,6,,"1,503,825USD ",,"14,496,000JPY "
풍문으로,7,,"1,889,766USD ",,"32,476USD "
로열리멤버,8,,"516,977USD ",,"88,045USD "
마하선더,9,,"114,300USD ","223,745,000원", 
함양상림,10,,"51,475USD ","147,579,000원", 
이글아이,11,,"114,300USD ",,"16,415USD "
새로운군주,12,,"568,629,000JPY ","77,630,000원", 
수호,1,,"695,299USD ",,"14,615USD "
미사일캔디,2,,"944,900USD ",,"34,560USD "
킹오브이글,3,,"172,705,000JPY ","511,520,000원", 
윈드리버,4,,"1,503,825USD ",,"1,100USD "
광야불기둥,5,,"3,084,278USD ",,"8,764USD "
초오롱마,6,,"662,000USD ",,"21,569USD "
머니샤프,7,,"456,410USD ",,0
내길의빛,8,,"163,133USD ",,761USD 
엑스블레이드,9,,"396,254USD ","5,280,000원", 
스틸런,10,,"3,187,232USD ","239,805,200원", 
컴플리트킹덤,1,,"51,475USD ",,"46,346USD "
마성투혼,2,,"339,984USD ","75,012,000원", 
위너블루,3,,"583,280USD ","128,040,000원", 
금아플로러스,4,,"1,732,000USD ",,"31,605USD "
머니챔프,5,"2,426,805,000원", ,, 
제이에스파워,6,,"617,310USD ","44,154,000원", 
화려,7,,"1,810,805USD ","181,012,000원", 
라온블러드,8,,"1,236,820USD ",,"7,000,000JPY "
한일모아,9,,"1,083,533USD ",,0
매드디바,10,,"568,086USD ","121,284,000원", 
퍼펙트파워,11,,"51,475USD ",,"198,635USD "
이천특급,12,,"583,280USD ","104,626,000원", 
위너크라운,1,,"493,755USD ",,"8,014USD "
화룡,3,,"456,410USD ",,"21,370USD "
마하탄생,4,,"1,064,727USD ",,"170,220USD "
수제비,5,"435,833,000원", ,"51,001,000원", 
빅토리스타,6,,"835,142USD ",,"70,494USD "
로열샬롬,7,,"339,984USD ","47,730,000원", 
스칼렛퍼펙트,8,,"339,984USD ","49,730,000원", 
블루스타매직,9,,"1,606,000USD ",,0AUD 
피닉스울프,1,,"1,103,050CAD ",,"1,458,198USD "
사과랑,2,,"456,410USD ","107,578,000원", 
큐피드가이,3,,"439,250USD ",,"78,614USD "
굴참나무숲,4,,"107,515USD ","140,481,000원", 
헤일로버드,5,,"568,629,000JPY ","25,157,000원", 
패션플레이어,6,,"583,280USD ",,"76,369USD "
골드페릴라,7,,"804,090USD ","68,944,000원", 
캡틴포스원,8,,"142,605USD ",,342USD 
장산스타트,9,,"2,612,516USD ",,"3,880USD "
디케이나린,10,,"1,154,000USD ",,"30,210USD "
금아글로리,11,,"114,300USD ","86,645,000원", 
리처드오브뉴스테,12,,"1,319,481USD ",,"43,404USD "
날아라힐,1,,"51,475USD ",,616USD 
천괴성,2,,"205,617USD ","106,041,000원", 
글로리번,3,,"1,570,380USD ","137,120,000원", 
태풍아이즈,4,,"1,732,000USD ","113,299,000원", 
희망스타,5,,"416,475,000JPY ","115,441,000원", 
큐피드플라잉,6,,"51,475USD ","227,208,000원", 
영웅불패,7,,"1,267,273USD ",,"47,249USD "
사려니킹,8,,"568,086USD ","80,558,000원", 
아이엠스타,1,,"944,900USD ",,0
갈잎,2,,"1,083,533USD ",,0USD 
블랙윈드,3,,"339,984USD ",,0
한양공주,5,,"1,503,825USD ",,0
우대륭,6,,"3,924,648USD ",,"176,880USD "
슈퍼여왕,7,,"371,623,500JPY ","110,964,000원", 
하늘의스타,8,,"3,084,278USD ",,"12,350USD "
스위틀리휴머,9,,"456,410USD ",,"1,713USD "
팝스트리트,11,,"158,713AUD ","58,313,000원", 
기븐위켄드,12,,"1,083,533USD ","162,170,000원", 
명왕,1,,"51,475USD ",,"63,382USD "
로열고스트,2,,"568,086USD ","1,800,000원", 
금빛열정,3,,"205,617USD ","108,260,000원", 
하이비트,4,,"585,719USD ",,"41,475USD "
실버라이언,5,,"4,374,590USD ",,"181,694USD "
드래곤보트,6,,"491,312USD ","58,220,000원", 
운주영웅,7,,"2,580,402USD ",,"46,600USD "
해왕,8,,"493,755USD ","45,600,000원", 
밸리퀸,9,,"491,312USD ","244,933,000원", 
큐피드초이스,10,,"1,694,180USD ",,760USD 
레이디다이아,11,"817,614,000원", ,"101,880,000원", 
문학의전사,1,,"1,606,000USD ",,"190,402USD "
인천캡틴,2,,"601,560USD ",,0
초동보배,3,,"158,713AUD ","107,054,000원", 
사이먼리치,4,,"274,382USD ",,0
마이시스터니나,6,,"301,500USD ",,"360,122USD "
천강성,7,,"210,553USD ","269,786,000원", 
남촌데이,8,,"1,706,350USD ",,"32,406USD "
맨해튼뮤직,9,,"6,169,800USD ",,365USD 
아메리칸포스원,10,,"794,855USD ",,"1,512USD "
산토스,11,,"1,570,380USD ","115,231,000원", 
천사박,12,,"1,039,000USD ",,"18,519USD "
문학타이거,1,,"1,146,340USD ",,"32,280USD "
플라잉보스,2,,"454,630USD ",,"135,086USD "
몬테비데오,3,,"239,229USD ",,0
솔파랑,4,,"456,410USD ",,"1,100USD "
와일드파이트,5,,"1,154,000USD ",,"1,401USD "
우먼볼트,6,,"727,290USD ",,0AUD 
아이비에스마린,7,,"583,280USD ",,"10,210USD "
황홀한질주,8,,"1,030,266USD ",,0
해피보이,9,,"1,694,180USD ",,"41,330USD "
문학아리아리,1,,"1,146,340USD ",,"10,377USD "
이글스그리프터,2,,"1,319,481USD ",,"136,041USD "
오더파지빌리티스,3,,"1,284,949USD ",,"68,250USD "
캣츠미라클,4,,"1,694,180USD ",,"4,970USD "
금아킹덤,5,,"8,387,500USD ",,"17,700USD "
업라이트,6,,"1,570,380USD ","123,912,000원", 
엠파이어킹덤,8,,"1,304,800USD ",,"64,278USD "
쾌한예봉산,9,,"1,810,805USD ",,"40,150USD "
안목항,1,,"396,254USD ","82,258,000원", 
천은짱,3,,"3,084,278USD ",,0
늑대전사,4,,"51,475USD ","114,539,000원", 
킹리,5,,"172,705,000JPY ",,0
운해베스트,6,,"3,545,062USD ",,"38,018,000JPY "
이길래오,7,,"493,755USD ","149,983,000원", 
좋은가문,8,,"172,705,000JPY ","157,452,000원", 
리빙인더모던,9,,"254,672USD ",,"9,490USD "
서울매직,10,,"163,133USD ","107,712,000원", 
쏘아라흑장군,11,,"1,732,000USD ",,"170,121USD "
정문레이저,12,,"205,617USD ",,"101,898USD "
메니스탠드,1,,"1,732,000USD ",,"94,795USD "
스톰포스,2,,"1,732,000USD ","112,168,000원", 
라온조이,3,,"1,810,805USD ",,"4,940AUD "
패밀리파크,4,,"172,705,000JPY ",,"57,200USD "
농부의수채화,5,,"396,254USD ","141,780,000원", 
야호엠제이캣,6,,"493,755USD ","92,494,000원", 
로열블레이드,7,,"493,755USD ","10,520,000원", 
뇌성벽력,8,,"493,755USD ",, 
라온호크,9,,"1,083,533USD ",,640USD 
마하승천,10,,"1,083,533USD ","55,014,000원", 
퍼펙트라이트,11,,"114,300USD ",,780USD 
으뜸이루리,12,,"1,810,805USD ",,120USD 
라온터프맨,1,,"1,236,820USD ",,"22,590,000JPY "
스트롱퀸,2,,"51,475USD ",,"31,669USD "
콰이어트아델,3,,"1,732,000USD ",,170USD 
원더플레이스,4,,"978,960USD ",,"4,069USD "
원더풀오렌지,5,,"493,755USD ","353,733,000원", 
당찬바람,6,,"3,084,278USD ","117,440,000원", 
원더풀플레저,7,,"617,310USD ",0원, 
베스트럭키,8,,"51,475USD ",,0
마하네단,9,,"804,090USD ","81,190,000원", 
스페셜어게인,10,,"695,299USD ","75,782,000원", 
뉴드림,11,,"190,838USD ",0원, 
스마트돌풍,12,,"51,475USD ","60,246,000원", 
금노래,2,,"416,475,000JPY ","242,168,800원", 
디아볼라,3,,"804,090USD ",,0
천년의고도,4,,"205,617USD ",,761USD 
최강캠프,5,,"51,475USD ",,"80,592USD "
블루밴드,6,,"1,503,825USD ",,0
해피하와이,7,,"3,084,278USD ",,0AUD 
서울시티,9,,"3,084,278USD ",,"66,930AUD "
파크데이,10,,"1,503,825USD ",,"54,248USD "
원더풀힐스,11,,"416,475,000JPY ",,"1,878,000JPY "
젝스칸,12,,"416,475,000JPY ",,400USD 
논스톱플라잉,1,"470,582,000원", ,"119,331,000원", 
금로열,2,,"493,755USD ","41,484,000원", 
갑오풀퀸,3,,"3,084,278USD ","256,115,000원", 
달리는에이스,4,,"568,086USD ","145,591,000원", 
캠프바다,5,,"339,984USD ","58,130,000원", 
라온브라이언,6,,"12,891,734USD ",,"22,590,000JPY "
프라임퀸,7,"1,220,375,000원", ,"69,370,000원", 
남원퀸,8,,"907,470USD ","116,218,000원",0
불의퀸,1,,"565,716USD ",,0
대천히어로,2,,"114,300USD ",,"137,366USD "
백상,4,,"456,410USD ","130,190,000원", 
페더럴캣,6,,"172,705,000JPY ",,"10,948,000JPY "
대한일품,7,,"1,810,805USD ",,"40,470USD "
창성진주,8,,"3,545,062USD ",,0JPY 
굳세어라,9,,"3,545,062USD ","56,396,000원", 
하늘을달리다,2,,"51,475USD ",,"17,358USD "
불굴의러너,3,,"1,293,782USD ",, 
인듀어런스,4,,"1,570,380USD ","140,176,000원", 
클린업히어로,5,,"413,284USD ",,"9,180USD "
달려라레오,6,,0AUD ,,0AUD 
세라칸,7,,"568,086USD ","155,619,000원", 
에코퍼스트온,8,,"915,075USD ",,"106,693USD "
햇빛나,9,,"185,417USD ","157,894,000원", 
굿카이로,10,,"562,000USD ",,"32,192USD "
잘루지,11,,"742,640USD ",,"109,920USD "
남쪽나라,1,,"494,895,000JPY ","188,186,000원", 
로열스마티,3,,"1,083,533USD ",,"19,205USD "
파크블레이드,5,,"1,503,825USD ",,"60,950USD "
인디언보스,6,,"617,310USD ","132,500,000원", 
동해클럽,7,,"172,705,000JPY ",,"16,528,000JPY "
선퀸,9,,"493,755USD ",,"79,331USD "
선빅터,11,,"107,515USD ","15,449,000원",0
빛나는루비,12,,"1,570,380USD ","129,643,000원", 
알리바바마린,1,,"1,026,229USD ",,"17,225USD "
대변화,2,,"456,410USD ","108,486,000원", 
리틀보이플래시,4,,"405,730USD ",,"18,265USD "
마이티존,6,,"1,779,012USD ",,"35,670USD "
플래시제트,7,,"405,730USD ",,464USD 
맹주,8,,"4,383,200USD ",,0USD 
선스타트,9,,"794,855USD ",,0
스피드영웅,10,,"3,084,278USD ","34,768,000원",0RUB 
시스푸마캡틴,11,,"585,719USD ",,"106,401USD "
반지의함성,1,,"1,503,825USD ",,"5,140USD "
장산플라이,2,,"51,475USD ",,"12,567USD "
해들뫼,3,,"416,475,000JPY ",,"42,652USD "
델타케이,4,,"278,406USD ","80,230,000원", 
검향,5,,"205,617USD ","208,609,000원", 
스마일걸,6,,"172,705,000JPY ",,"22,220,000JPY "
시티엔젤,7,,"339,984USD ",,"128,935USD "
더지존,8,,"439,250USD ",,"112,786USD "
뉴패러다임,9,,"205,617USD ","59,327,000원", 
큐피드데이트,10,,"3,084,278USD ",,"73,410USD "
볼드나이너,11,,"456,410USD ",,"31,515USD "
아쿠아스톰,12,,"274,382USD ",,"54,501USD "
독도야,1,,"51,475USD ",,"20,650USD "
리빙스턴,2,"579,356,000원", ,, 
대천에이스,3,,"396,254USD ",,"77,581USD "
로열프린스,5,,"1,732,000USD ",,0AUD 
라온스텔라,6,,"3,090,101USD ",,"60,617USD "
스피드황룡,7,,"416,475,000JPY ","69,635,000원", 
룰즈이천,8,,"3,084,278USD ","258,854,000원", 
해가람,9,,"1,283,145USD ","40,606,000원", 
플로리다파워,1,,"3,307,278USD ",,"154,756USD "
하와이보스,2,,"633,076USD ",,"8,345USD "
두손왕자,3,,"3,084,278USD ","17,803,000원", 
블루마스타,4,,"1,046,381USD ",,"6,321USD "
킹메신저,5,,"480,001USD ",0원, 
대군의길,6,,"562,000USD ",,"73,684USD "
대군의창,7,,"239,229USD ",,"274,529USD "
스트롱러너,8,,"416,475,000JPY ","39,730,000원", 
뉴와이파이,9,,"315,015USD ",,0
러브잇,10,,"459,300USD ",,"113,100USD "
스카이돌풍,1,,"568,086USD ",,"103,642USD "
스타파워,2,,"493,755USD ","167,200,000원", 
대디글로리,3,,"1,334,300USD ",,"5,939USD "
맘보칸,4,,"278,406USD ","66,894,000원", 
매치퀸,5,,"1,083,533USD ",,"82,046USD "
강촌의별,6,,"493,755USD ",,"1,511USD "
구름손짓해,7,,"339,984USD ",,"1,489USD "
웰빙조이,8,,"888,500AUD ","19,584,000원", 
엘리트퀸,9,"1,225,505,000원", ,"210,222,000원", 
무사,10,,"3,294,901USD ","87,390,000원", 
커버걸저스티스,1,,"1,353,125USD ",,0
슈퍼플루이드,2,,"4,368,214USD ",,"35,280USD "
메갈리오스,3,,"1,380,200USD ",,"34,540USD "
역전의우승,4,,"583,280USD ",,"28,405USD "
구름왕자,5,,"583,280USD ",,"46,426USD "
크레이지위키,6,,"572,927USD ",,0AUD 
청담대로,7,,"638,822USD ",,"1,900USD "
위대한전사,8,,"879,768USD ",,"4,595USD "
대장박,11,,"3,084,278USD ",,"170,121USD "
글로벌캡틴,1,,"742,640USD ",,"81,114USD "
스프링백,2,,"794,855USD ",, 
다이아삭스,4,,"698,574USD ",,0USD 
장산파워,5,,"1,732,000USD ",,"160,835USD "
위너레드,6,,"232,895USD ",,0
천지가,7,,"703,884USD ",,"2,845USD "
흥룡,8,,"811,760USD ",,0
영롱,10,,"51,475USD ",,0
원더볼트,11,,"171,783USD ",,"216,349USD "
천하여제,1,,"172,705,000JPY ",,0
최강신기,2,,"493,755USD ","228,472,000원", 
터프그레이트,3,,"480,001USD ","115,613,000원", 
스마트군황,4,,"254,672USD ",,700USD 
애니선,5,,"1,083,533USD ","202,802,000원", 
비앙카,6,,"1,810,805USD ",,"1,680USD "
사이먼킹덤,7,,"274,382USD ","202,139,000원", 
기로,8,,"396,254USD ","81,118,000원", 
골드캡틴,11,,"456,410USD ","77,602,000원", 
메니챔프,1,,"1,732,000USD ",,"6,570USD "
메니히어로,2,,"1,732,000USD ","548,953,000원", 
흥행질주,3,,"51,475USD ",,"1,580USD "
럭키상운,4,,"583,280USD ",,0
부스터로켓,5,,"1,236,820USD ",,0
동쪽글로리,6,,"1,083,533USD ",,"179,268USD "
해피먼스,7,,"695,299USD ","122,937,000원", 
센킹,8,,"1,570,380USD ",,"67,540USD "
백제의꿈,1,,"804,090USD ","217,955,000원", 
원더풀하트,2,,"617,310USD ",,"898,000JPY "
라온라이트맨,3,,"1,236,820USD ",,"1,500USD "
더비스트,4,,"804,090USD ","231,487,000원", 
피케이돌풍,5,"76,502,000원", ,"133,921,000원", 
삼정타퍼즈,6,,"1,810,805USD ",,150USD 
럭키명호,7,,"804,090USD ",,0USD 
초동샤이니,8,,"2,362,398USD ",,0
스카이타임,9,,"695,299USD ","10,500,000원", 
슬립웰,1,,"32,400USD ",,0USD 
디케이퍼미르,2,,"2,612,516USD ",,0
축복의약속,3,,"1,455,560USD ",,"11,610USD "
이스트반,4,,"1,031,596USD ",,0
블랙펀치,5,,"2,691,135USD ",,"167,680USD "
은어축제,6,,"2,283,402USD ",, 
선더비스트,7,,"676,300USD ",,683USD 
에이스찬,8,,"664,982USD ",,280USD 
문학리워드,9,,"1,064,727USD ",,"16,715USD "
금자유,10,,"1,251,300USD ",,0
켄터키망치,11,,"1,878,013USD ",,"65,568CAD "
에이스돈키,1,,"493,755USD ",,"19,456USD "
대길이,2,,"3,545,062USD ",,"181,694USD "
슈퍼빅터,3,"1,861,967,000원", ,"44,398,500원", 
레지나,4,,"695,299USD ","108,067,000원", 
사우스반,5,,"274,382USD ","305,585,000원", 
선샤인특급,7,,"1,083,533USD ",,330USD 
피케이전사,1,,"1,607,774USD ","39,446,000원", 
원더풀마리아,2,,"416,475,000JPY ",,0
바람의미소,3,,"51,475USD ",,"25,200USD "
당대질주,4,,"1,607,774USD ",,0
플라잉헤라,5,,"456,410USD ",,0
미라클호프,6,,"3,084,278USD ",,"49,938USD "
굿초이스,7,,"416,475,000JPY ",,"11,072USD "
한일매직,8,,"493,755USD ",,"6,570USD "
슬링스톤,1,,"163,133USD ","183,655,000원", 
빅토리킹,2,,"2,580,402USD ",,"30,132CAD "
스타플래티넘,3,,"978,960USD ",,0
불후의명곡,4,,"3,084,278USD ",,"39,185USD "
라이즈앤샤인,5,,"3,545,062USD ","202,050,000원", 
투게더허그,6,,"1,779,012USD ",,"4,217USD "
어울더울,7,,"1,037,810USD ",,"1,780USD "
웰빙스토리,8,,"480,001USD ","218,232,000원", 
본능대로,9,,"500,435USD ",,"131,553USD "
아델엔젤,10,,"492,910USD ",,"22,944USD "
엠제이로드,11,"1,225,505,000원", ,"113,588,000원", 
금아애크미,1,"728,298,000원", ,"103,000,000원", 
페더라이트,2,,"205,617USD ","186,043,000원", 
아마로네,3,,"3,545,062USD ","190,561,000원", 
푸른질주,4,,"70,961,000JPY ",,"4,040,000JPY "
상비군,5,,"315,015USD ",,"92,814USD "
송암바비,6,,"456,410USD ",,"66,215USD "
달려라라온,7,,"3,084,278USD ",,"1,920USD "
포르티오르,8,,"1,146,340USD ",,"155,977USD "
금성황제,1,,"210,553USD ",,0USD 
땡큐마더,2,,"1,732,000USD ","648,176,000원", 
아이비에스퀸,3,,"479,803USD ",,"120,585USD "
정상돌풍,4,,"274,382USD ",,"1,470USD "
미스겔라,5,,"1,083,533USD ",,"21,650USD "
